,area,business_code,value
38452,136100,Q,174.0
38453,136200,Q,81.0
38454,136300,Q,183.0
38455,136400,Q,210.0
38456,136501,Q,141.0
38457,136502,Q,93.0
38458,136601,Q,165.0
38459,136700,Q,201.0
38460,136801,Q,96.0
38461,136900,Q,126.0
38462,137000,Q,102.0
38463,137100,Q,123.0
38464,137201,Q,126.0
38465,137202,Q,162.0
38466,137300,Q,93.0
38467,137400,Q,186.0
38468,137500,Q,120.0
38469,137600,Q,117.0
38470,137701,Q,81.0
38471,137800,Q,201.0
38472,137901,Q,108.0
38473,138000,Q,120.0
38474,138100,Q,153.0
38475,138200,Q,135.0
38476,138301,Q,99.0
38477,138302,Q,114.0
38478,138400,Q,189.0
38479,138501,Q,174.0
38480,138502,Q,69.0
38481,138600,Q,105.0
38482,138700,Q,204.0
38483,138800,Q,
38484,138901,Q,144.0
38485,139000,Q,168.0
38486,139100,Q,84.0
38487,139201,Q,111.0
38488,139300,Q,159.0
38489,139400,Q,159.0
38490,139501,Q,111.0
38491,139601,Q,153.0
38492,139700,Q,204.0
38493,139801,Q,123.0
38494,139802,Q,99.0
38495,139900,Q,204.0
38496,140000,Q,195.0
38497,140100,Q,144.0
38498,140200,Q,204.0
38499,140300,Q,216.0
38500,140400,Q,132.0
38501,140500,Q,153.0
38502,140601,Q,93.0
38503,140700,Q,90.0
38504,140800,Q,225.0
38505,140901,Q,135.0
38506,140902,Q,96.0
38507,141000,Q,210.0
38508,141101,Q,123.0
38509,141102,Q,75.0
38510,141201,Q,102.0
38511,141300,Q,159.0
38512,141400,Q,
38513,141500,Q,240.0
38514,141600,Q,153.0
38515,141700,Q,156.0
38516,141801,Q,105.0
38517,141802,Q,81.0
38518,141900,Q,132.0
38519,142001,Q,114.0
38520,142002,Q,87.0
38521,142101,Q,189.0
38522,142201,Q,138.0
38523,142202,Q,156.0
38524,142301,Q,150.0
38525,142400,Q,147.0
38526,142501,Q,105.0
38527,142600,Q,153.0
38528,142700,Q,168.0
38529,142801,Q,114.0
38530,142802,Q,153.0
38531,142901,Q,150.0
38532,143000,Q,150.0
38533,143100,Q,210.0
38534,143200,Q,180.0
38535,143301,Q,162.0
38536,143400,Q,213.0
38537,143500,Q,189.0
38538,143600,Q,159.0
38539,143700,Q,126.0
38540,143800,Q,195.0
38541,143900,Q,120.0
38542,144001,Q,153.0
38543,144101,Q,189.0
38544,144201,Q,9.0
38545,144300,Q,216.0
38546,144400,Q,165.0
38547,144500,Q,156.0
38548,144600,Q,51.0
38549,144700,Q,210.0
38550,144800,Q,150.0
38551,144900,Q,117.0
38552,145000,Q,174.0
38553,145101,Q,153.0
38554,145102,Q,105.0
38555,145200,Q,129.0
38556,145300,Q,165.0
38557,145400,Q,9.0
38558,145500,Q,51.0
38559,145600,Q,162.0
38560,145700,Q,114.0
38561,145800,Q,231.0
38562,145900,Q,27.0
38563,146000,Q,96.0
38564,146100,Q,168.0
38565,146201,Q,174.0
38566,146301,Q,84.0
38567,146302,Q,96.0
38568,146400,Q,141.0
38569,146501,Q,183.0
38570,146600,Q,174.0
38571,146700,Q,15.0
38572,146800,Q,123.0
38573,146900,Q,39.0
38574,147001,Q,99.0
38575,147002,Q,60.0
38576,147100,Q,186.0
38577,147201,Q,123.0
38578,147202,Q,135.0
38579,147300,Q,
38580,147400,Q,6.0
38581,147500,Q,165.0
38582,147600,Q,69.0
38583,147700,Q,
38584,147800,Q,114.0
38585,147900,Q,21.0
38586,148000,Q,72.0
38587,148101,Q,99.0
38588,148102,Q,132.0
38589,148200,Q,114.0
38590,148300,Q,81.0
38591,148401,Q,90.0
38592,148501,Q,108.0
38593,148600,Q,144.0
38594,148700,Q,63.0
38595,148800,Q,78.0
38596,148901,Q,120.0
38597,149001,Q,96.0
38598,149100,Q,162.0
38599,149200,Q,114.0
38600,149300,Q,117.0
38601,149400,Q,168.0
38602,149500,Q,117.0
38603,149600,Q,
38604,149701,Q,105.0
38605,149702,Q,63.0
38606,149800,Q,150.0
38607,149901,Q,102.0
38608,150000,Q,135.0
38609,150101,Q,48.0
38610,150200,Q,132.0
38611,150301,Q,72.0
38612,150302,Q,66.0
38613,150400,Q,165.0
38614,150500,Q,129.0
38615,150600,Q,195.0
38616,150700,Q,141.0
38617,150800,Q,138.0
38618,150900,Q,114.0
38619,151000,Q,144.0
38620,151100,Q,30.0
38621,151200,Q,132.0
38622,151301,Q,174.0
38623,151400,Q,132.0
38624,151500,Q,132.0
38625,151600,Q,159.0
38626,151700,Q,39.0
38627,151800,Q,156.0
38628,151900,Q,156.0
38629,152000,Q,168.0
38630,152101,Q,243.0
38631,152201,Q,156.0
38632,152300,Q,12.0
38633,152400,Q,168.0
38634,152500,Q,72.0
38635,152600,Q,75.0
38636,152700,Q,21.0
38637,152800,Q,174.0
38638,152900,Q,87.0
38639,153000,Q,81.0
38640,153100,Q,72.0
38641,153200,Q,81.0
38642,153301,Q,159.0
38643,153400,Q,183.0
38644,153500,Q,72.0
38645,153600,Q,93.0
38646,153700,Q,102.0
38647,153800,Q,156.0
38648,153900,Q,96.0
38649,154001,Q,237.0
38650,154101,Q,156.0
38651,154201,Q,156.0
38652,154202,Q,120.0
38653,154300,Q,123.0
38654,154400,Q,63.0
38655,154500,Q,81.0
38656,154600,Q,
38657,154701,Q,87.0
38658,154801,Q,180.0
38659,154802,Q,231.0
38660,154901,Q,168.0
38661,154902,Q,195.0
38662,155000,Q,123.0
38663,155100,Q,123.0
38664,155200,Q,105.0
38665,155301,Q,78.0
38666,155401,Q,108.0
38667,155500,Q,42.0
38668,155601,Q,171.0
38669,155602,Q,204.0
38670,155701,Q,48.0
38671,155702,Q,84.0
38672,155801,Q,87.0
38673,155901,Q,144.0
38674,156000,Q,6.0
38675,156101,Q,108.0
38676,156201,Q,222.0
38677,156301,Q,123.0
38678,156400,Q,165.0
38679,156500,Q,234.0
38680,156601,Q,108.0
38681,156700,Q,147.0
38682,156800,Q,78.0
38683,156901,Q,186.0
38684,157000,Q,168.0
38685,157101,Q,150.0
38686,157200,Q,78.0
38687,157301,Q,72.0
38688,157400,Q,108.0
38689,157500,Q,132.0
38690,157600,Q,27.0
38691,157701,Q,102.0
38692,157702,Q,84.0
38693,157800,Q,123.0
38694,157901,Q,111.0
38695,158001,Q,123.0
38696,158002,Q,120.0
38697,158101,Q,159.0
38698,158102,Q,192.0
38699,158200,Q,141.0
38700,158300,Q,219.0
38701,158401,Q,81.0
38702,158402,Q,93.0
38703,158501,Q,84.0
38704,158502,Q,138.0
38705,158601,Q,123.0
38706,158602,Q,117.0
38707,158603,Q,42.0
38708,158700,Q,102.0
38709,158800,Q,105.0
38710,158900,Q,96.0
38711,159000,Q,135.0
38712,159101,Q,144.0
38713,159201,Q,90.0
38714,159202,Q,138.0
38715,159301,Q,186.0
38716,159401,Q,72.0
38717,159500,Q,129.0
38718,159600,Q,138.0
38719,159700,Q,51.0
38720,159801,Q,48.0
38721,159900,Q,132.0
38722,160000,Q,108.0
38723,160100,Q,171.0
38724,160201,Q,105.0
38725,160202,Q,153.0
38726,160300,Q,168.0
38727,160401,Q,171.0
38728,160501,Q,102.0
38729,160601,Q,96.0
38730,160700,Q,162.0
38731,160800,Q,135.0
38732,160901,Q,126.0
38733,160902,Q,123.0
38734,161000,Q,114.0
38735,161100,Q,162.0
38736,161201,Q,102.0
38737,161300,Q,102.0
38738,161400,Q,99.0
38739,161500,Q,96.0
38740,161600,Q,105.0
38741,161700,Q,
38742,161800,Q,147.0
38743,161900,Q,99.0
38744,162000,Q,105.0
38745,162101,Q,210.0
38746,162102,Q,180.0
38747,162200,Q,42.0
38748,162300,Q,33.0
38749,162400,Q,108.0
38750,162500,Q,81.0
38751,162601,Q,138.0
38752,162602,Q,111.0
38753,162701,Q,99.0
38754,162800,Q,96.0
38755,162901,Q,57.0
38756,163001,Q,153.0
38757,163100,Q,165.0
38758,163200,Q,177.0
38759,163301,Q,84.0
38760,163302,Q,147.0
38761,163400,Q,102.0
38762,163501,Q,81.0
38763,163502,Q,132.0
38764,163600,Q,117.0
38765,163700,Q,168.0
38766,163801,Q,54.0
38767,163803,Q,42.0
38768,163901,Q,123.0
38769,163902,Q,54.0
38770,164001,Q,141.0
38771,164100,Q,6.0
38772,164201,Q,87.0
38773,164301,Q,36.0
38774,164302,Q,27.0
38775,164401,Q,96.0
38776,164500,Q,111.0
38777,164601,Q,24.0
38778,164602,Q,24.0
38779,164603,Q,69.0
38780,164700,Q,60.0
38781,164800,Q,69.0
38782,164900,Q,36.0
38783,165001,Q,54.0
38784,165101,Q,135.0
38785,165200,Q,54.0
38786,165301,Q,51.0
38787,165302,Q,120.0
38788,165400,Q,96.0
38789,165501,Q,204.0
38790,165502,Q,177.0
38791,165600,Q,87.0
38792,165700,Q,90.0
38793,165800,Q,102.0
38794,165901,Q,111.0
38795,166000,Q,18.0
38796,166100,Q,48.0
38797,166200,Q,51.0
38798,166301,Q,75.0
38799,166400,Q,75.0
38800,166500,Q,63.0
38801,166600,Q,
38802,166700,Q,45.0
38803,166801,Q,
38804,166900,Q,54.0
38805,167000,Q,57.0
38806,167101,Q,105.0
38807,167102,Q,33.0
38808,167200,Q,105.0
38809,167300,Q,15.0
38810,167400,Q,48.0
38811,167501,Q,33.0
38812,167600,Q,159.0
38813,167700,Q,78.0
38814,167800,Q,234.0
38815,167900,Q,6.0
38816,168001,Q,51.0
38817,168101,Q,57.0
38818,168200,Q,21.0
38819,168300,Q,63.0
38820,168400,Q,27.0
38821,168501,Q,48.0
38822,168502,Q,84.0
38823,168600,Q,39.0
38824,168701,Q,42.0
38825,168800,Q,75.0
38826,168901,Q,60.0
38827,169000,Q,72.0
38828,169100,Q,99.0
38829,169200,Q,255.0
38830,169301,Q,90.0
38831,169401,Q,99.0
38832,169500,Q,69.0
38833,169600,Q,93.0
38834,169700,Q,108.0
38835,169800,Q,24.0
38836,169901,Q,42.0
38837,170001,Q,141.0
38838,170101,Q,78.0
38839,170201,Q,63.0
38840,170300,Q,87.0
38841,170400,Q,39.0
38842,170501,Q,150.0
38843,170502,Q,135.0
38844,170600,Q,63.0
38845,170700,Q,54.0
38846,170802,Q,63.0
38847,170803,Q,33.0
38848,170901,Q,57.0
38849,171000,Q,
38850,171101,Q,75.0
38851,171201,Q,75.0
38852,171300,Q,21.0
38853,171400,Q,141.0
38854,171501,Q,168.0
38855,171502,Q,75.0
38856,171601,Q,192.0
38857,171700,Q,72.0
38858,171801,Q,57.0
38859,171803,Q,39.0
38860,171901,Q,105.0
38861,172001,Q,132.0
38862,172100,Q,147.0
38863,172201,Q,93.0
38864,172300,Q,63.0
38865,172401,Q,78.0
38866,172500,Q,27.0
38867,172601,Q,30.0
38868,172700,Q,48.0
38869,172800,Q,153.0
38870,172900,Q,48.0
38871,173000,Q,87.0
38872,173100,Q,102.0
38873,173201,Q,183.0
38874,173202,Q,129.0
38875,173300,Q,147.0
38876,173400,Q,150.0
38877,173500,Q,51.0
38878,173600,Q,30.0
38879,173700,Q,39.0
38880,173801,Q,51.0
38881,173901,Q,66.0
38882,173902,Q,168.0
38883,174001,Q,123.0
38884,174100,Q,123.0
38885,174200,Q,66.0
38886,174300,Q,27.0
38887,174400,Q,24.0
38888,174500,Q,36.0
38889,174601,Q,48.0
38890,174701,Q,33.0
38891,174801,Q,33.0
38892,174901,Q,102.0
38893,175001,Q,144.0
38894,175002,Q,84.0
38895,175100,Q,27.0
38896,175201,Q,9.0
38897,175301,Q,99.0
38898,175302,Q,177.0
38899,175401,Q,60.0
38900,175501,Q,168.0
38901,175601,Q,114.0
38902,175700,Q,102.0
38903,175801,Q,234.0
38904,175901,Q,141.0
38905,175902,Q,165.0
38906,176000,Q,123.0
38907,176101,Q,219.0
38908,176201,Q,111.0
38909,176202,Q,117.0
38910,176301,Q,6.0
38911,176400,Q,147.0
38912,176500,Q,135.0
38913,176600,Q,141.0
38914,176700,Q,123.0
38915,176800,Q,162.0
38916,176900,Q,135.0
38917,177000,Q,192.0
38918,177100,Q,246.0
38919,177200,Q,237.0
38920,177300,Q,141.0
38921,177400,Q,132.0
38922,177500,Q,129.0
38923,177600,Q,138.0
38924,177700,Q,207.0
38925,177800,Q,135.0
38926,177901,Q,267.0
38927,178000,Q,264.0
38928,178100,Q,255.0
38929,178201,Q,105.0
38930,178202,Q,162.0
38931,178301,Q,192.0
38932,178400,Q,129.0
38933,178500,Q,174.0
38934,178600,Q,78.0
38935,178701,Q,228.0
38936,178800,Q,213.0
38937,178901,Q,75.0
38938,179001,Q,66.0
38939,179100,Q,165.0
38940,179201,Q,135.0
38941,179202,Q,30.0
38942,179300,Q,222.0
38943,179401,Q,60.0
38944,179501,Q,219.0
38945,179502,Q,258.0
38946,179600,Q,231.0
38947,179700,Q,219.0
38948,179801,Q,147.0
38949,179901,Q,246.0
38950,180000,Q,135.0
38951,180100,Q,510.0
38952,180200,Q,282.0
38953,180300,Q,234.0
38954,180400,Q,192.0
38955,180500,Q,162.0
38956,180601,Q,171.0
38957,180700,Q,204.0
38958,180800,Q,120.0
38959,180900,Q,156.0
38960,181000,Q,243.0
38961,181101,Q,393.0
38962,181200,Q,198.0
38963,181301,Q,30.0
38964,181400,Q,60.0
38965,181500,Q,72.0
38966,181600,Q,102.0
38967,181700,Q,51.0
38968,181800,Q,120.0
38969,181900,Q,69.0
38970,182000,Q,30.0
38971,182101,Q,45.0
38972,182201,Q,33.0
38973,182300,Q,39.0
38974,182400,Q,15.0
38975,182500,Q,111.0
38976,182600,Q,153.0
38977,182700,Q,135.0
38978,182800,Q,120.0
38979,182900,Q,57.0
38980,183000,Q,81.0
38981,183101,Q,30.0
38982,183200,Q,39.0
38983,183300,Q,72.0
38984,183401,Q,78.0
38985,183500,Q,54.0
38986,183600,Q,93.0
38987,183701,Q,111.0
38988,183800,Q,138.0
38989,183900,Q,96.0
38990,184000,Q,126.0
38991,184100,Q,18.0
38992,184201,Q,171.0
38993,184300,Q,69.0
38994,184400,Q,102.0
38995,184501,Q,36.0
38996,184601,Q,63.0
38997,184700,Q,27.0
38998,184800,Q,168.0
38999,184900,Q,33.0
39000,185000,Q,21.0
39001,185100,Q,
39002,185200,Q,36.0
39003,185300,Q,54.0
39004,185400,Q,30.0
39005,185500,Q,132.0
39006,185600,Q,51.0
39007,185700,Q,30.0
39008,185800,Q,75.0
39009,185900,Q,72.0
39010,186000,Q,198.0
39011,186100,Q,33.0
39012,186200,Q,78.0
39013,186300,Q,36.0
39014,186400,Q,120.0
39015,186500,Q,105.0
39016,186600,Q,96.0
39017,186700,Q,48.0
39018,186800,Q,171.0
39019,186900,Q,
39020,187000,Q,18.0
39021,187100,Q,39.0
39022,187200,Q,24.0
39023,187300,Q,96.0
39024,187400,Q,66.0
39025,187500,Q,36.0
39026,187600,Q,
39027,187701,Q,36.0
39028,187702,Q,24.0
39029,187800,Q,42.0
39030,187900,Q,36.0
39031,188001,Q,36.0
39032,188002,Q,45.0
39033,188100,Q,
39034,188200,Q,27.0
39035,188300,Q,63.0
39036,188400,Q,93.0
39037,188501,Q,63.0
39038,188502,Q,42.0
39039,188600,Q,21.0
39040,188701,Q,57.0
39041,188702,Q,6.0
39042,188800,Q,105.0
39043,188900,Q,114.0
39044,189000,Q,75.0
39045,189101,Q,84.0
39046,189102,Q,33.0
39047,189200,Q,69.0
39048,189300,Q,90.0
39049,189400,Q,51.0
39050,189500,Q,0.0
39051,189600,Q,33.0
39052,189700,Q,111.0
39053,189800,Q,0.0
39054,189900,Q,3.0
39055,190000,Q,
39056,190100,Q,9.0
39057,190200,Q,81.0
39058,190300,Q,69.0
39059,190400,Q,57.0
39060,190501,Q,147.0
39061,190601,Q,108.0
39062,190602,Q,126.0
39063,190700,Q,
39064,190800,Q,3.0
39065,190901,Q,63.0
39066,190902,Q,117.0
39067,191001,Q,228.0
39068,191101,Q,63.0
39069,191201,Q,162.0
39070,191300,Q,129.0
39071,191400,Q,99.0
39072,191501,Q,24.0
39073,191502,Q,15.0
39074,191601,Q,105.0
39075,191700,Q,144.0
39076,191801,Q,63.0
39077,191901,Q,162.0
39078,192000,Q,93.0
39079,192101,Q,108.0
39080,192102,Q,99.0
39081,192200,Q,
39082,192300,Q,57.0
39083,192400,Q,33.0
39084,192500,Q,93.0
39085,192600,Q,180.0
39086,192700,Q,
39087,192800,Q,198.0
39088,192900,Q,144.0
39089,193000,Q,156.0
39090,193100,Q,234.0
39091,193201,Q,150.0
39092,193202,Q,195.0
39093,193301,Q,159.0
39094,193400,Q,219.0
39095,193500,Q,276.0
39096,193600,Q,168.0
39097,193700,Q,171.0
39098,193800,Q,162.0
39099,193900,Q,15.0
39100,194000,Q,186.0
39101,194100,Q,132.0
39102,194200,Q,78.0
39103,194300,Q,171.0
39104,194400,Q,156.0
39105,194500,Q,12.0
39106,194601,Q,291.0
39107,194700,Q,45.0
39108,194801,Q,375.0
39109,194802,Q,90.0
39110,194900,Q,171.0
39111,195000,Q,36.0
39112,195101,Q,159.0
39113,195102,Q,282.0
39114,195200,Q,270.0
39115,195300,Q,165.0
39116,195401,Q,219.0
39117,195500,Q,195.0
39118,195601,Q,159.0
39119,195700,Q,66.0
39120,195800,Q,165.0
39121,195900,Q,192.0
39122,196000,Q,207.0
39123,196100,Q,45.0
39124,196201,Q,102.0
39125,196202,Q,150.0
39126,196301,Q,96.0
39127,196400,Q,243.0
39128,196500,Q,42.0
39129,196600,Q,165.0
39130,196700,Q,162.0
39131,196800,Q,147.0
39132,196900,Q,264.0
39133,197000,Q,162.0
39134,197100,Q,180.0
39135,197200,Q,150.0
39136,197300,Q,150.0
39137,197400,Q,132.0
39138,197500,Q,123.0
39139,197601,Q,141.0
39140,197602,Q,87.0
39141,197603,Q,207.0
39142,197700,Q,90.0
39143,197800,Q,3.0
39144,197900,Q,78.0
39145,198000,Q,60.0
39146,198100,Q,111.0
39147,198200,Q,99.0
39148,198300,Q,
39149,198400,Q,93.0
39150,198500,Q,54.0
39151,198600,Q,120.0
39152,198700,Q,99.0
39153,198800,Q,129.0
39154,198900,Q,105.0
39155,199000,Q,96.0
39156,199100,Q,135.0
39157,199200,Q,177.0
39158,199300,Q,
39159,199400,Q,126.0
39160,199500,Q,108.0
39161,199600,Q,132.0
39162,199700,Q,108.0
39163,199800,Q,66.0
39164,199900,Q,111.0
39165,200000,Q,102.0
39166,200100,Q,30.0
39167,200200,Q,102.0
39168,200300,Q,195.0
39169,200401,Q,63.0
39170,200500,Q,168.0
39171,200600,Q,147.0
39172,200700,Q,123.0
39173,200800,Q,174.0
39174,200900,Q,192.0
39175,201001,Q,69.0
39176,201100,Q,15.0
39177,201200,Q,111.0
39178,201300,Q,60.0
39179,201401,Q,177.0
39180,201501,Q,240.0
39181,201600,Q,63.0
39182,201700,Q,84.0
39183,201800,Q,39.0
39184,201900,Q,69.0
39185,202000,Q,69.0
39186,202100,Q,63.0
39187,202200,Q,75.0
39188,202300,Q,108.0
39189,202400,Q,72.0
39190,202500,Q,144.0
39191,202600,Q,207.0
39192,202700,Q,222.0
39193,202800,Q,228.0
39194,202900,Q,180.0
39195,203000,Q,90.0
39196,203100,Q,87.0
39197,203200,Q,210.0
39198,203300,Q,
39199,203400,Q,36.0
39200,203500,Q,117.0
39201,203600,Q,63.0
39202,203700,Q,153.0
39203,203800,Q,
39204,203901,Q,96.0
39205,203902,Q,72.0
39206,204000,Q,
39207,204101,Q,60.0
39208,204200,Q,51.0
39209,204301,Q,45.0
39210,204400,Q,162.0
39211,204500,Q,54.0
39212,204600,Q,12.0
39213,204700,Q,72.0
39214,204800,Q,78.0
39215,204900,Q,30.0
39216,205000,Q,57.0
39217,205100,Q,48.0
39218,205201,Q,93.0
39219,205300,Q,54.0
39220,205401,Q,177.0
39221,205500,Q,63.0
39222,205601,Q,69.0
39223,205700,Q,87.0
39224,205800,Q,141.0
39225,205900,Q,99.0
39226,206000,Q,135.0
39227,206100,Q,120.0
39228,206200,Q,105.0
39229,206300,Q,117.0
39230,206400,Q,126.0
39231,206500,Q,90.0
39232,206601,Q,150.0
39233,206700,Q,156.0
39234,206801,Q,15.0
39235,206802,Q,
39236,206900,Q,171.0
39237,207000,Q,186.0
39238,207100,Q,114.0
39239,207200,Q,132.0
39240,207301,Q,132.0
39241,207400,Q,24.0
39242,207500,Q,
39243,207600,Q,30.0
39244,207700,Q,27.0
39245,207800,Q,177.0
39246,207900,Q,45.0
39247,208001,Q,39.0
39248,208100,Q,66.0
39249,208200,Q,84.0
39250,208301,Q,123.0
39251,208401,Q,84.0
39252,208500,Q,54.0
39253,208601,Q,33.0
39254,208700,Q,63.0
39255,208800,Q,138.0
39256,208901,Q,21.0
39257,209000,Q,126.0
39258,209100,Q,159.0
39259,209201,Q,132.0
39260,209301,Q,6.0
39261,209401,Q,273.0
39262,209500,Q,126.0
39263,209601,Q,120.0
39264,209700,Q,207.0
39265,209800,Q,192.0
39266,209901,Q,210.0
39267,210000,Q,228.0
39268,210100,Q,27.0
39269,210201,Q,87.0
39270,210300,Q,135.0
39271,210400,Q,57.0
39272,210500,Q,39.0
39273,210600,Q,174.0
39274,210700,Q,156.0
39275,210800,Q,123.0
39276,210900,Q,195.0
39277,211000,Q,192.0
39278,211100,Q,147.0
39279,211201,Q,54.0
39280,211301,Q,75.0
39281,211302,Q,33.0
39282,211401,Q,81.0
39283,211500,Q,105.0
39284,211600,Q,42.0
39285,211701,Q,159.0
39286,211800,Q,192.0
39287,211900,Q,222.0
39288,212000,Q,66.0
39289,212100,Q,102.0
39290,212201,Q,78.0
39291,212301,Q,99.0
39292,212400,Q,36.0
39293,212500,Q,69.0
39294,212600,Q,66.0
39295,212700,Q,
39296,212800,Q,9.0
39297,212900,Q,48.0
39298,213000,Q,117.0
39299,213100,Q,87.0
39300,213200,Q,147.0
39301,213300,Q,189.0
39302,213400,Q,168.0
39303,213500,Q,102.0
39304,213600,Q,102.0
39305,213700,Q,135.0
39306,213800,Q,111.0
39307,213900,Q,120.0
39308,214000,Q,72.0
39309,214100,Q,102.0
39310,214200,Q,87.0
39311,214300,Q,9.0
39312,214400,Q,123.0
39313,214500,Q,120.0
39314,214600,Q,144.0
39315,214700,Q,123.0
39316,214800,Q,72.0
39317,214900,Q,195.0
39318,215000,Q,159.0
39319,215101,Q,159.0
39320,215200,Q,156.0
39321,215300,Q,135.0
39322,215401,Q,168.0
39323,215500,Q,30.0
39324,215600,Q,87.0
39325,215700,Q,120.0
39326,215801,Q,117.0
39327,215900,Q,129.0
39328,216000,Q,84.0
39329,216101,Q,60.0
39330,216200,Q,
39331,216300,Q,255.0
39332,216401,Q,33.0
39333,216500,Q,114.0
39334,216600,Q,141.0
39335,216700,Q,126.0
39336,216800,Q,204.0
39337,216900,Q,177.0
39338,217000,Q,81.0
39339,217100,Q,132.0
39340,217201,Q,207.0
39341,217300,Q,150.0
39342,217400,Q,372.0
39343,217501,Q,138.0
39344,217502,Q,141.0
39345,217601,Q,78.0
39346,217701,Q,12.0
39347,217800,Q,201.0
39348,217901,Q,189.0
39349,218001,Q,270.0
39350,218100,Q,162.0
39351,218201,Q,72.0
39352,218301,Q,228.0
39353,218401,Q,132.0
39354,218402,Q,75.0
39355,218500,Q,180.0
39356,218600,Q,168.0
39357,218700,Q,195.0
39358,218801,Q,51.0
39359,218901,Q,150.0
39360,219000,Q,72.0
39361,219100,Q,147.0
39362,219200,Q,33.0
39363,219301,Q,96.0
39364,219401,Q,78.0
39365,219501,Q,69.0
39366,219601,Q,213.0
39367,219700,Q,18.0
39368,219800,Q,63.0
39369,219900,Q,18.0
39370,220001,Q,36.0
39371,220101,Q,87.0
39372,220200,Q,3.0
39373,220301,Q,87.0
39374,220400,Q,78.0
39375,220501,Q,54.0
39376,220600,Q,18.0
39377,220700,Q,48.0
39378,220800,Q,18.0
39379,220901,Q,27.0
39380,220902,Q,9.0
39381,221001,Q,78.0
39382,221100,Q,48.0
39383,221201,Q,27.0
39384,221301,Q,87.0
39385,221401,Q,36.0
39386,221402,Q,27.0
39387,221500,Q,12.0
39388,221600,Q,81.0
39389,221700,Q,63.0
39390,221800,Q,81.0
39391,221900,Q,105.0
39392,222000,Q,18.0
39393,222101,Q,51.0
39394,222201,Q,45.0
39395,222300,Q,30.0
39396,222400,Q,54.0
39397,222500,Q,72.0
39398,222600,Q,78.0
39399,222700,Q,54.0
39400,222800,Q,33.0
39401,222900,Q,24.0
39402,223000,Q,27.0
39403,223100,Q,30.0
39404,223200,Q,3.0
39405,223300,Q,51.0
39406,223400,Q,81.0
39407,223501,Q,102.0
39408,223600,Q,105.0
39409,223701,Q,126.0
39410,223800,Q,114.0
39411,223901,Q,39.0
39412,224000,Q,132.0
39413,224100,Q,87.0
39414,224200,Q,165.0
39415,224301,Q,186.0
39416,224401,Q,123.0
39417,224500,Q,129.0
39418,224600,Q,141.0
39419,224700,Q,9.0
39420,224800,Q,150.0
39421,224900,Q,114.0
39422,225000,Q,81.0
39423,225100,Q,129.0
39424,225200,Q,111.0
39425,225300,Q,186.0
39426,225400,Q,102.0
39427,225500,Q,153.0
39428,225600,Q,96.0
39429,225700,Q,51.0
39430,225800,Q,150.0
39431,225900,Q,162.0
39432,226000,Q,60.0
39433,226100,Q,60.0
39434,226200,Q,
39435,226300,Q,63.0
39436,226400,Q,33.0
39437,226500,Q,45.0
39438,226601,Q,36.0
39439,226701,Q,129.0
39440,226800,Q,27.0
39441,226900,Q,81.0
39442,227000,Q,90.0
39443,227100,Q,57.0
39444,227200,Q,102.0
39445,227300,Q,57.0
39446,227400,Q,72.0
39447,227500,Q,102.0
39448,227600,Q,57.0
39449,227700,Q,24.0
39450,227800,Q,60.0
39451,227900,Q,186.0
39452,228000,Q,129.0
39453,228100,Q,183.0
39454,228200,Q,78.0
39455,228300,Q,144.0
39456,228400,Q,57.0
39457,228500,Q,123.0
39458,228600,Q,126.0
39459,228700,Q,93.0
39460,228800,Q,84.0
39461,228901,Q,3.0
39462,229001,Q,195.0
39463,229100,Q,114.0
39464,229201,Q,18.0
39465,229300,Q,252.0
39466,229400,Q,81.0
39467,229500,Q,183.0
39468,229600,Q,222.0
39469,229700,Q,12.0
39470,229800,Q,222.0
39471,229900,Q,132.0
39472,230000,Q,108.0
39473,230100,Q,180.0
39474,230200,Q,222.0
39475,230300,Q,198.0
39476,230400,Q,174.0
39477,230500,Q,198.0
39478,230600,Q,66.0
39479,230700,Q,204.0
39480,230800,Q,264.0
39481,230900,Q,105.0
39482,231000,Q,126.0
39483,231101,Q,183.0
39484,231200,Q,165.0
39485,231300,Q,168.0
39486,231400,Q,93.0
39487,231500,Q,174.0
39488,231600,Q,123.0
39489,231700,Q,159.0
39490,231800,Q,213.0
39491,231900,Q,3.0
39492,232000,Q,87.0
39493,232101,Q,21.0
39494,232200,Q,171.0
39495,232300,Q,126.0
39496,232400,Q,45.0
39497,232501,Q,45.0
39498,232601,Q,60.0
39499,232701,Q,123.0
39500,232702,Q,129.0
39501,232800,Q,60.0
39502,232900,Q,51.0
39503,233000,Q,72.0
39504,233100,Q,63.0
39505,233200,Q,102.0
39506,233300,Q,138.0
39507,233400,Q,21.0
39508,233500,Q,18.0
39509,233600,Q,108.0
39510,233700,Q,48.0
39511,233801,Q,12.0
39512,233900,Q,
39513,234001,Q,33.0
39514,234100,Q,120.0
39515,234201,Q,75.0
39516,234301,Q,81.0
39517,234400,Q,135.0
39518,234500,Q,42.0
39519,234600,Q,69.0
39520,234700,Q,96.0
39521,234801,Q,111.0
39522,234900,Q,153.0
39523,235000,Q,81.0
39524,235100,Q,102.0
39525,235200,Q,75.0
39526,235301,Q,99.0
39527,235400,Q,75.0
39528,235500,Q,129.0
39529,235600,Q,120.0
39530,235700,Q,87.0
39531,235800,Q,120.0
39532,235900,Q,90.0
39533,236000,Q,48.0
