,area,employment_status,value
1111,201001,employee,612.0
1112,201100,employee,126.0
1113,201200,employee,696.0
1114,201300,employee,378.0
1115,201401,employee,1308.0
1116,201501,employee,1449.0
1117,201600,employee,738.0
1118,201700,employee,699.0
1119,201800,employee,723.0
1120,201900,employee,456.0
1121,202000,employee,597.0
1122,202100,employee,537.0
1123,202200,employee,789.0
1124,202300,employee,894.0
1125,202400,employee,696.0
1126,202500,employee,909.0
1127,202600,employee,1371.0
1128,202700,employee,1341.0
1129,202800,employee,1221.0
1130,202900,employee,1026.0
1131,203000,employee,588.0
1132,203100,employee,558.0
1133,203200,employee,1128.0
1134,203300,employee,
1135,203400,employee,492.0
1136,203500,employee,858.0
1137,203600,employee,618.0
1138,203700,employee,1242.0
1139,203800,employee,15.0
1140,203901,employee,837.0
1141,203902,employee,498.0
1142,204000,employee,
1143,204101,employee,519.0
1144,204200,employee,606.0
1145,204301,employee,399.0
1146,204400,employee,1410.0
1147,204500,employee,480.0
1148,204600,employee,120.0
1149,204700,employee,432.0
1150,204800,employee,834.0
1151,204900,employee,351.0
1152,205000,employee,315.0
1153,205100,employee,654.0
1154,205201,employee,723.0
1155,205300,employee,549.0
1156,205401,employee,1251.0
1157,205500,employee,390.0
1158,205601,employee,468.0
1159,205700,employee,612.0
1160,205800,employee,966.0
1161,205900,employee,636.0
1162,206000,employee,1113.0
1163,206100,employee,1044.0
1164,206200,employee,636.0
1165,206300,employee,861.0
1166,206400,employee,903.0
1167,206500,employee,672.0
1168,206601,employee,873.0
1169,206700,employee,960.0
1170,206801,employee,111.0
1171,206802,employee,
1172,206900,employee,912.0
1173,207000,employee,1260.0
1174,207100,employee,1029.0
1175,207200,employee,1086.0
1176,207301,employee,777.0
1177,207400,employee,447.0
1178,207500,employee,
1179,207600,employee,321.0
1180,207700,employee,264.0
1181,207800,employee,1665.0
1182,207900,employee,453.0
1183,208001,employee,645.0
1184,208100,employee,540.0
1185,208200,employee,672.0
1186,208301,employee,1065.0
1187,208401,employee,642.0
1188,208500,employee,462.0
1189,208601,employee,381.0
1190,208700,employee,672.0
1191,208800,employee,1161.0
1192,208901,employee,132.0
1193,209000,employee,1260.0
1194,209100,employee,1206.0
1195,209201,employee,1152.0
1196,209301,employee,189.0
1197,209401,employee,1599.0
1198,209500,employee,909.0
1199,209601,employee,906.0
1200,209700,employee,1269.0
1201,209800,employee,1296.0
1202,209901,employee,1494.0
1203,210000,employee,1377.0
1204,210100,employee,156.0
1205,210201,employee,819.0
1206,210300,employee,954.0
1207,210400,employee,606.0
1208,210500,employee,222.0
1209,210600,employee,1242.0
1210,210700,employee,1098.0
1211,210800,employee,981.0
1212,210900,employee,1401.0
1213,211000,employee,1386.0
1214,211100,employee,990.0
1215,211201,employee,468.0
1216,211301,employee,498.0
1217,211302,employee,279.0
1218,211401,employee,648.0
1219,211500,employee,660.0
1220,211600,employee,162.0
1221,211701,employee,1014.0
1222,211800,employee,1062.0
1223,211900,employee,1215.0
1224,212000,employee,345.0
1225,212100,employee,657.0
1226,212201,employee,531.0
1227,212301,employee,900.0
1228,212400,employee,318.0
1229,212500,employee,639.0
1230,212600,employee,465.0
1231,212700,employee,
1232,212800,employee,93.0
1233,212900,employee,357.0
1234,213000,employee,798.0
1235,213100,employee,711.0
1236,213200,employee,1113.0
1237,213300,employee,1131.0
1238,213400,employee,1218.0
1239,213500,employee,858.0
1240,213600,employee,855.0
1241,213700,employee,1032.0
1242,213800,employee,837.0
1243,213900,employee,810.0
1244,214000,employee,618.0
1245,214100,employee,702.0
1246,214200,employee,822.0
1247,214300,employee,192.0
1248,214400,employee,957.0
1249,214500,employee,942.0
1250,214600,employee,1125.0
1251,214700,employee,1104.0
1252,214800,employee,672.0
1253,214900,employee,1518.0
1254,215000,employee,1425.0
1255,215101,employee,1488.0
1256,215200,employee,1191.0
1257,215300,employee,1497.0
1258,215401,employee,1434.0
1259,215500,employee,387.0
1260,215600,employee,1053.0
1261,215700,employee,993.0
1262,215801,employee,1116.0
1263,215900,employee,1083.0
1264,216000,employee,840.0
1265,216101,employee,693.0
1266,216200,employee,
1267,216300,employee,1734.0
1268,216401,employee,213.0
1269,216500,employee,621.0
1270,216600,employee,846.0
1271,216700,employee,789.0
1272,216800,employee,1221.0
1273,216900,employee,1041.0
1274,217000,employee,483.0
1275,217100,employee,819.0
1276,217201,employee,1089.0
1277,217300,employee,1059.0
1278,217400,employee,1962.0
1279,217501,employee,1413.0
1280,217502,employee,1275.0
1281,217601,employee,693.0
1282,217701,employee,81.0
1283,217800,employee,1338.0
1284,217901,employee,1152.0
1285,218001,employee,1461.0
1286,218100,employee,1293.0
1287,218201,employee,450.0
1288,218301,employee,1425.0
1289,218401,employee,852.0
1290,218402,employee,597.0
1291,218500,employee,1650.0
1292,218600,employee,1248.0
1293,218700,employee,1305.0
1294,218801,employee,405.0
1295,218901,employee,1419.0
1296,219000,employee,774.0
1297,219100,employee,876.0
1298,219200,employee,297.0
1299,219301,employee,822.0
1300,219401,employee,786.0
1301,219501,employee,960.0
1302,219601,employee,1686.0
1303,219700,employee,216.0
1304,219800,employee,654.0
1305,219900,employee,165.0
1306,220001,employee,495.0
1307,220101,employee,885.0
1308,220200,employee,27.0
1309,220301,employee,897.0
1310,220400,employee,804.0
1311,220501,employee,726.0
1312,220600,employee,396.0
1313,220700,employee,543.0
1314,220800,employee,426.0
1315,220901,employee,396.0
1316,220902,employee,180.0
1317,221001,employee,885.0
1318,221100,employee,522.0
1319,221201,employee,306.0
1320,221301,employee,792.0
1321,221401,employee,456.0
1322,221402,employee,300.0
1323,221500,employee,213.0
1324,221600,employee,897.0
1325,221700,employee,639.0
1326,221800,employee,831.0
1327,221900,employee,1047.0
1328,222000,employee,234.0
1329,222101,employee,621.0
1330,222201,employee,396.0
1331,222300,employee,363.0
1332,222400,employee,498.0
1333,222500,employee,600.0
1334,222600,employee,510.0
1335,222700,employee,504.0
1336,222800,employee,438.0
1337,222900,employee,567.0
1338,223000,employee,435.0
1339,223100,employee,558.0
1340,223200,employee,516.0
1341,223300,employee,423.0
1342,223400,employee,549.0
1343,223501,employee,633.0
1344,223600,employee,687.0
1345,223701,employee,612.0
1346,223800,employee,834.0
1347,223901,employee,162.0
1348,224000,employee,789.0
1349,224100,employee,339.0
1350,224200,employee,885.0
1351,224301,employee,1104.0
1352,224401,employee,681.0
1353,224500,employee,669.0
1354,224600,employee,879.0
1355,224700,employee,54.0
1356,224800,employee,840.0
1357,224900,employee,654.0
1358,225000,employee,483.0
1359,225100,employee,804.0
1360,225200,employee,639.0
1361,225300,employee,1086.0
1362,225400,employee,531.0
1363,225500,employee,921.0
1364,225600,employee,735.0
1365,225700,employee,267.0
1366,225800,employee,870.0
1367,225900,employee,915.0
1368,226000,employee,315.0
1369,226100,employee,714.0
1370,226200,employee,15.0
1371,226300,employee,528.0
1372,226400,employee,468.0
1373,226500,employee,705.0
1374,226601,employee,384.0
1375,226701,employee,1275.0
1376,226800,employee,351.0
1377,226900,employee,1014.0
1378,227000,employee,972.0
1379,227100,employee,555.0
1380,227200,employee,1029.0
1381,227300,employee,681.0
1382,227400,employee,624.0
1383,227500,employee,897.0
1384,227600,employee,510.0
1385,227700,employee,291.0
1386,227800,employee,525.0
1387,227900,employee,1365.0
1388,228000,employee,1020.0
1389,228100,employee,1491.0
1390,228200,employee,612.0
1391,228300,employee,1047.0
1392,228400,employee,411.0
1393,228500,employee,966.0
1394,228600,employee,840.0
1395,228700,employee,852.0
1396,228800,employee,849.0
1397,228901,employee,60.0
1398,229001,employee,1179.0
1399,229100,employee,927.0
1400,229201,employee,198.0
1401,229300,employee,1521.0
1402,229400,employee,753.0
1403,229500,employee,1413.0
1404,229600,employee,1614.0
1405,229700,employee,108.0
1406,229800,employee,1254.0
1407,229900,employee,1176.0
1408,230000,employee,783.0
1409,230100,employee,1269.0
1410,230200,employee,1158.0
1411,230300,employee,1308.0
1412,230400,employee,1128.0
1413,230500,employee,1044.0
1414,230600,employee,522.0
1415,230700,employee,1707.0
1416,230800,employee,1536.0
1417,230900,employee,675.0
1418,231000,employee,912.0
1419,231101,employee,1194.0
1420,231200,employee,1389.0
1421,231300,employee,1626.0
1422,231400,employee,978.0
1423,231500,employee,1335.0
1424,231600,employee,978.0
1425,231700,employee,1071.0
1426,231800,employee,1437.0
1427,231900,employee,114.0
1428,232000,employee,618.0
1429,232101,employee,648.0
1430,232200,employee,1521.0
1431,232300,employee,870.0
1432,232400,employee,351.0
1433,232501,employee,468.0
1434,232601,employee,489.0
1435,232701,employee,1029.0
1436,232702,employee,972.0
1437,232800,employee,600.0
1438,232900,employee,489.0
1439,233000,employee,672.0
1440,233100,employee,627.0
1441,233200,employee,900.0
1442,233300,employee,1278.0
1443,233400,employee,216.0
1444,233500,employee,207.0
1445,233600,employee,1059.0
1446,233700,employee,534.0
1447,233801,employee,201.0
1448,233900,employee,
1449,234001,employee,438.0
1450,234100,employee,756.0
1451,234201,employee,585.0
1452,234301,employee,717.0
1453,234400,employee,945.0
1454,234500,employee,327.0
1455,234600,employee,822.0
1456,234700,employee,507.0
1457,234801,employee,900.0
1458,234900,employee,993.0
1459,235000,employee,534.0
1460,235100,employee,810.0
1461,235200,employee,366.0
1462,235301,employee,525.0
1463,235400,employee,606.0
1464,235500,employee,771.0
1465,235600,employee,678.0
1466,235700,employee,555.0
1467,235800,employee,681.0
1468,235900,employee,585.0
1469,236000,employee,432.0
1470,236100,employee,150.0
1471,236200,employee,
1472,236300,employee,777.0
1473,236401,employee,201.0
1474,236500,employee,1428.0
1475,236600,employee,603.0
1476,236701,employee,501.0
1477,236800,employee,1272.0
1478,236900,employee,243.0
1479,237001,employee,1740.0
1480,237100,employee,933.0
1481,237200,employee,807.0
1482,237300,employee,1059.0
1483,237401,employee,375.0
1484,237500,employee,1407.0
1485,237600,employee,1506.0
1486,237700,employee,282.0
1487,237800,employee,1617.0
1488,237900,employee,540.0
1489,238000,employee,1227.0
1490,238100,employee,963.0
1491,238200,employee,
1492,238300,employee,873.0
1493,238400,employee,969.0
1494,238500,employee,1593.0
1495,238600,employee,714.0
1496,238700,employee,
1497,238800,employee,879.0
1498,238900,employee,126.0
1499,239000,employee,951.0
1500,239100,employee,1194.0
1501,239200,employee,1686.0
1502,239300,employee,1026.0
1503,239401,employee,408.0
1504,239500,employee,909.0
1505,239600,employee,942.0
1506,239701,employee,
1507,239801,employee,1161.0
1508,239900,employee,411.0
1509,240000,employee,1119.0
1510,240100,employee,1911.0
1511,240201,employee,1638.0
1512,240300,employee,1266.0
1513,240401,employee,1374.0
1514,240500,employee,1026.0
1515,240601,employee,1380.0
1516,240602,employee,1425.0
1517,240700,employee,1287.0
1518,240801,employee,585.0
1519,240802,employee,1053.0
1520,240900,employee,690.0
1521,241000,employee,1476.0
1522,241100,employee,675.0
1523,241200,employee,345.0
1524,241300,employee,933.0
1525,241400,employee,1089.0
1526,241500,employee,1887.0
1527,241600,employee,1167.0
1528,241700,employee,1164.0
1529,241800,employee,1662.0
1530,241900,employee,1419.0
1531,242000,employee,1398.0
1532,242100,employee,1443.0
1533,242200,employee,1386.0
1534,242300,employee,954.0
1535,242400,employee,1152.0
1536,242500,employee,1185.0
1537,242600,employee,1707.0
1538,242700,employee,477.0
1539,242800,employee,942.0
1540,242900,employee,1107.0
1541,243000,employee,294.0
1542,243100,employee,138.0
1543,243200,employee,2031.0
1544,243300,employee,741.0
1545,243400,employee,1500.0
1546,243500,employee,1053.0
1547,243600,employee,1302.0
1548,243700,employee,687.0
1549,243800,employee,582.0
1550,243900,employee,228.0
1551,244000,employee,1425.0
1552,244100,employee,1425.0
1553,244200,employee,1212.0
1554,244300,employee,570.0
1555,244400,employee,1098.0
1556,244500,employee,1095.0
1557,244600,employee,1416.0
1558,244700,employee,1863.0
1559,244800,employee,1293.0
1560,244900,employee,1812.0
1561,245000,employee,1335.0
1562,245100,employee,1518.0
1563,245200,employee,1110.0
1564,245300,employee,777.0
1565,245400,employee,1554.0
1566,245500,employee,1191.0
1567,245600,employee,1515.0
1568,245700,employee,45.0
1569,245800,employee,780.0
1570,245900,employee,1191.0
1571,246001,employee,765.0
1572,246002,employee,1449.0
1573,246100,employee,1527.0
1574,246200,employee,1092.0
1575,246300,employee,927.0
1576,246400,employee,1152.0
1577,246500,employee,
1578,246600,employee,1362.0
1579,246700,employee,789.0
1580,246800,employee,327.0
1581,246900,employee,1944.0
1582,247000,employee,2193.0
1583,247100,employee,894.0
1584,247200,employee,1146.0
1585,247300,employee,1533.0
1586,247400,employee,1299.0
1587,247501,employee,441.0
1588,247600,employee,1620.0
1589,247700,employee,1557.0
1590,247800,employee,1710.0
1591,247900,employee,1413.0
1592,248000,employee,1221.0
1593,248101,employee,2076.0
1594,248102,employee,264.0
1595,248200,employee,123.0
1596,248301,employee,1791.0
1597,248400,employee,1767.0
1598,248500,employee,939.0
1599,248600,employee,1728.0
1600,248701,employee,1485.0
1601,248800,employee,1281.0
1602,248900,employee,1578.0
1603,249000,employee,933.0
1604,249101,employee,999.0
1605,249200,employee,888.0
1606,249300,employee,1008.0
1607,249401,employee,1260.0
1608,249402,employee,1371.0
1609,249501,employee,1632.0
1610,249600,employee,1665.0
1611,249701,employee,1305.0
1612,249702,employee,1482.0
1613,249800,employee,1011.0
1614,249900,employee,1269.0
1615,250000,employee,1281.0
1616,250100,employee,1089.0
1617,250200,employee,912.0
1618,250300,employee,2028.0
1619,250401,employee,1827.0
1620,250500,employee,927.0
1621,250600,employee,1581.0
1622,250700,employee,573.0
1623,250800,employee,2016.0
1624,250901,employee,1473.0
1625,250902,employee,1059.0
1626,251000,employee,471.0
1627,251100,employee,1152.0
1628,251200,employee,2232.0
1629,251300,employee,669.0
1630,251400,employee,1755.0
1631,251500,employee,1173.0
1632,251601,employee,732.0
1633,251602,employee,2322.0
1634,251700,employee,2145.0
1635,251800,employee,1113.0
1636,251900,employee,1446.0
1637,252001,employee,1737.0
1638,252002,employee,714.0
1639,252100,employee,1809.0
1640,252200,employee,1119.0
1641,252300,employee,618.0
1642,252400,employee,1695.0
1643,252501,employee,1797.0
1644,252502,employee,1008.0
1645,252600,employee,984.0
1646,252700,employee,1005.0
1647,252800,employee,1746.0
1648,252900,employee,1200.0
1649,253000,employee,2118.0
1650,253101,employee,1050.0
1651,253102,employee,1257.0
1652,253200,employee,618.0
1653,253300,employee,1875.0
1654,253400,employee,846.0
1655,253501,employee,717.0
1656,253600,employee,1884.0
1657,253700,employee,1302.0
1658,253800,employee,1608.0
1659,253900,employee,660.0
1660,254000,employee,1833.0
1661,254100,employee,606.0
1662,254200,employee,996.0
1663,254300,employee,1344.0
1664,254401,employee,906.0
1665,254500,employee,534.0
1666,254600,employee,561.0
1667,254700,employee,768.0
1668,254800,employee,1395.0
1669,254900,employee,1581.0
1670,255000,employee,15.0
1671,255100,employee,1644.0
1672,255200,employee,852.0
1673,255300,employee,393.0
1674,255401,employee,483.0
1675,255501,employee,450.0
1676,255601,employee,678.0
1677,255700,employee,1110.0
1678,255800,employee,744.0
1679,255900,employee,258.0
1680,256000,employee,714.0
1681,256100,employee,822.0
1682,256200,employee,1893.0
1683,256301,employee,1215.0
1684,256400,employee,915.0
1685,256500,employee,501.0
