sa2,ethnicity,age,fully_imms,partial_imms
248300,Pacific,1-4,0.9,0.0
248300,Asian,13-17,0.7663551401869159,0.056074766355140186
248300,Maori,13-17,0.896551724137931,0.034482758620689655
248300,Others,13-17,0.9366197183098591,0.007042253521126761
248300,Pacific,13-17,0.8125,0.0625
248300,Unknown,13-17,0.5,0.0
248300,Asian,5-12,0.9551282051282052,0.01282051282051282
248300,Maori,5-12,1.0,0.0
248300,Others,5-12,0.9181286549707602,0.023391812865497075
248300,Pacific,5-12,0.9444444444444444,0.05555555555555555
248300,Unknown,5-12,1.0,0.0
248400,Asian,1-4,0.9180327868852459,0.01639344262295082
248400,Maori,1-4,0.7083333333333334,0.041666666666666664
248400,Others,1-4,0.8333333333333334,0.0
248400,Pacific,1-4,0.7272727272727273,0.0
248400,Unknown,1-4,1.0,0.0
248400,Asian,13-17,0.8557692307692307,0.028846153846153848
248400,Maori,13-17,0.8823529411764706,0.08823529411764706
248400,Others,13-17,0.8303030303030303,0.05454545454545454
248400,Pacific,13-17,0.9130434782608695,0.0
248400,Unknown,13-17,0.4,0.0
248400,Asian,5-12,0.9081081081081082,0.02702702702702703
248400,Maori,5-12,0.9811320754716981,0.0
248400,Others,5-12,0.9032258064516129,0.012903225806451613
248400,Pacific,5-12,0.8620689655172413,0.034482758620689655
248400,Unknown,5-12,0.6666666666666666,0.0
248500,Asian,1-4,0.9411764705882353,0.0196078431372549
248500,Maori,1-4,0.8888888888888888,0.1111111111111111
248500,Others,1-4,0.9318181818181818,0.06818181818181818
248500,Pacific,1-4,1.0,0.0
248500,Asian,13-17,0.8823529411764706,0.0784313725490196
248500,Maori,13-17,1.0,0.0
248500,Others,13-17,0.9322033898305084,0.01694915254237288
248500,Pacific,13-17,1.0,0.0
248500,Asian,5-12,0.9896907216494846,0.010309278350515464
248500,Maori,5-12,0.96,0.04
248500,Others,5-12,0.9523809523809523,0.009523809523809525
248500,Pacific,5-12,1.0,0.0
248600,Asian,1-4,0.9347826086956522,0.043478260869565216
248600,Maori,1-4,0.875,0.0
248600,Others,1-4,0.8983050847457628,0.06779661016949153
248600,Pacific,1-4,1.0,0.0
248600,Unknown,1-4,1.0,0.0
248600,Asian,13-17,0.7023809523809523,0.03571428571428571
248600,Maori,13-17,0.9210526315789473,0.02631578947368421
248600,Others,13-17,0.8947368421052632,0.03759398496240601
248600,Pacific,13-17,0.9230769230769231,0.07692307692307693
248600,Asian,5-12,0.9310344827586207,0.034482758620689655
248600,Maori,5-12,0.8913043478260869,0.043478260869565216
248600,Others,5-12,0.9247311827956989,0.03763440860215054
248600,Pacific,5-12,0.8636363636363636,0.045454545454545456
248700,Asian,1-4,0.8653846153846154,0.07692307692307693
248700,Maori,1-4,0.75,0.16666666666666666
248700,Others,1-4,0.8507462686567164,0.029850746268656716
248700,Pacific,1-4,1.0,0.0
248700,Asian,13-17,0.8194444444444444,0.041666666666666664
248700,Maori,13-17,0.967741935483871,0.0
248700,Others,13-17,0.9210526315789473,0.017543859649122806
248700,Pacific,13-17,0.9375,0.0
248700,Unknown,13-17,0.5,0.0
248700,Asian,5-12,0.9159663865546218,0.008403361344537815
248700,Maori,5-12,1.0,0.0
248700,Others,5-12,0.9703703703703703,0.0
248700,Pacific,5-12,1.0,0.0
248700,Unknown,5-12,0.5,0.0
248800,Asian,1-4,1.0,0.0
248800,Maori,1-4,0.8571428571428571,0.14285714285714285
248800,Others,1-4,0.8461538461538461,0.0641025641025641
248800,Pacific,1-4,0.2857142857142857,0.0
248800,Unknown,1-4,1.0,0.0
248800,Asian,13-17,0.8823529411764706,0.058823529411764705
248800,Maori,13-17,0.9444444444444444,0.05555555555555555
248800,Others,13-17,0.8938547486033519,0.01675977653631285
248800,Pacific,13-17,0.0,0.0
248800,Unknown,13-17,0.0,0.0
248800,Asian,5-12,0.925,0.05
248800,Maori,5-12,0.95,0.0
248800,Others,5-12,0.8985507246376812,0.01932367149758454
248800,Pacific,5-12,0.875,0.0
248900,Asian,1-4,0.9076923076923077,0.06153846153846154
248900,Maori,1-4,0.7272727272727273,0.13636363636363635
248900,Others,1-4,0.8478260869565217,0.06521739130434782
248900,Pacific,1-4,0.75,0.0
248900,Asian,13-17,0.8142857142857143,0.04285714285714286
248900,Maori,13-17,1.0,0.0
248900,Others,13-17,0.9473684210526315,0.02631578947368421
248900,Pacific,13-17,0.7894736842105263,0.15789473684210525
248900,Unknown,13-17,0.0,0.0
248900,Asian,5-12,0.8970588235294118,0.04411764705882353
248900,Maori,5-12,0.975609756097561,0.024390243902439025
248900,Others,5-12,0.9041095890410958,0.0684931506849315
248900,Pacific,5-12,1.0,0.0
248900,Unknown,5-12,0.5,0.0
249000,Asian,1-4,0.8181818181818182,0.045454545454545456
249000,Maori,1-4,1.0,0.0
249000,Others,1-4,0.8478260869565217,0.06521739130434782
249000,Asian,13-17,0.84375,0.0
249000,Maori,13-17,0.7777777777777778,0.1111111111111111
249000,Others,13-17,0.8714285714285714,0.04285714285714286
249000,Pacific,13-17,1.0,0.0
249000,Asian,5-12,0.8888888888888888,0.041666666666666664
249000,Maori,5-12,0.8181818181818182,0.0
249000,Others,5-12,0.8829787234042553,0.0425531914893617
249000,Pacific,5-12,1.0,0.0
249100,Asian,1-4,0.8333333333333334,0.16666666666666666
249100,Maori,1-4,0.875,0.125
249100,Others,1-4,0.85,0.025
249100,Unknown,1-4,1.0,0.0
249100,Asian,13-17,0.85,0.0
249100,Maori,13-17,1.0,0.0
249100,Others,13-17,0.8901098901098901,0.04395604395604396
249100,Pacific,13-17,1.0,0.0
249100,Unknown,13-17,0.0,0.0
249100,Asian,5-12,0.875,0.0
249100,Maori,5-12,1.0,0.0
249100,Others,5-12,0.9180327868852459,0.01639344262295082
249100,Unknown,5-12,0.0,0.0
249200,Asian,1-4,0.7857142857142857,0.07142857142857142
249200,Maori,1-4,0.625,0.125
249200,Others,1-4,0.8333333333333334,0.1
249200,Pacific,1-4,0.5833333333333334,0.0
249200,Asian,13-17,0.7647058823529411,0.0196078431372549
249200,Maori,13-17,1.0,0.0
249200,Others,13-17,0.8,0.08888888888888889
249200,Pacific,13-17,1.0,0.0
249200,Asian,5-12,0.84,0.06666666666666667
249200,Maori,5-12,0.96875,0.0
249200,Others,5-12,0.8356164383561644,0.0136986301369863
249200,Pacific,5-12,1.0,0.0
249300,Asian,1-4,0.5555555555555556,0.1111111111111111
249300,Maori,1-4,1.0,0.0
249300,Others,1-4,0.95,0.025
249300,Unknown,1-4,1.0,0.0
249300,Asian,13-17,0.6842105263157895,0.05263157894736842
249300,Maori,13-17,1.0,0.0
249300,Others,13-17,0.9,0.03333333333333333
249300,Pacific,13-17,0.5,0.5
249300,Unknown,13-17,0.25,0.0
249300,Asian,5-12,0.8421052631578947,0.07894736842105263
249300,Maori,5-12,0.9166666666666666,0.0
249300,Others,5-12,0.9280575539568345,0.014388489208633094
249300,Pacific,5-12,1.0,0.0
249300,Unknown,5-12,0.125,0.0
249400,Asian,1-4,0.9333333333333333,0.05
249400,Maori,1-4,0.6956521739130435,0.13043478260869565
249400,Others,1-4,0.940677966101695,0.03389830508474576
249400,Pacific,1-4,1.0,0.0
249400,Asian,13-17,0.7816091954022989,0.04597701149425287
249400,Maori,13-17,1.0,0.0
249400,Others,13-17,0.9245283018867925,0.02830188679245283
249400,Pacific,13-17,0.8181818181818182,0.045454545454545456
249400,Unknown,13-17,0.0,0.0
249400,Asian,5-12,0.8594594594594595,0.021621621621621623
249400,Maori,5-12,0.8857142857142857,0.0
249400,Others,5-12,0.9366666666666666,0.02
249400,Pacific,5-12,0.8333333333333334,0.06666666666666667
249400,Unknown,5-12,0.0,0.0
249500,Asian,1-4,0.927536231884058,0.043478260869565216
249500,Maori,1-4,0.9259259259259259,0.037037037037037035
249500,Others,1-4,0.851063829787234,0.05319148936170213
249500,Pacific,1-4,0.8333333333333334,0.0
249500,Asian,13-17,0.8,0.013333333333333334
249500,Maori,13-17,0.9512195121951219,0.04878048780487805
249500,Others,13-17,0.9274193548387096,0.008064516129032258
249500,Pacific,13-17,0.9230769230769231,0.0
249500,Unknown,13-17,0.3333333333333333,0.0
249500,Asian,5-12,0.9192546583850931,0.024844720496894408
249500,Maori,5-12,0.9692307692307692,0.0
249500,Others,5-12,0.9225806451612903,0.012903225806451613
249500,Pacific,5-12,1.0,0.0
249500,Unknown,5-12,0.0,0.0
249600,Asian,1-4,0.8181818181818182,0.09090909090909091
249600,Maori,1-4,0.6666666666666666,0.0
249600,Others,1-4,0.8904109589041096,0.0
249600,Pacific,1-4,1.0,0.0
249600,Asian,13-17,0.8235294117647058,0.058823529411764705
249600,Maori,13-17,0.9166666666666666,0.08333333333333333
249600,Others,13-17,0.9375,0.01838235294117647
249600,Pacific,13-17,0.5,0.5
249600,Asian,5-12,0.7916666666666666,0.08333333333333333
249600,Maori,5-12,0.9230769230769231,0.07692307692307693
249600,Others,5-12,0.933852140077821,0.027237354085603113
249600,Pacific,5-12,0.6666666666666666,0.3333333333333333
249600,Unknown,5-12,1.0,0.0
249700,Asian,1-4,0.8924731182795699,0.043010752688172046
249700,Maori,1-4,0.8,0.02857142857142857
249700,Others,1-4,0.875,0.057692307692307696
249700,Pacific,1-4,0.7,0.0
249700,Asian,13-17,0.8556701030927835,0.030927835051546393
249700,Maori,13-17,1.0,0.0
249700,Others,13-17,0.9523809523809523,0.031746031746031744
249700,Pacific,13-17,0.8387096774193549,0.06451612903225806
249700,Unknown,13-17,0.4,0.0
249700,Asian,5-12,0.8730964467005076,0.04568527918781726
249700,Maori,5-12,0.9166666666666666,0.013888888888888888
249700,Others,5-12,0.9405405405405406,0.043243243243243246
249700,Pacific,5-12,0.7692307692307693,0.1282051282051282
249700,Unknown,5-12,0.5,0.0
249800,Asian,1-4,0.9354838709677419,0.016129032258064516
249800,Maori,1-4,0.6,0.2
249800,Others,1-4,0.8787878787878788,0.06060606060606061
249800,Pacific,1-4,0.5,0.0
249800,Unknown,1-4,0.0,0.0
249800,Asian,13-17,0.9518072289156626,0.024096385542168676
249800,Maori,13-17,1.0,0.0
249800,Others,13-17,1.0,0.0
249800,Pacific,13-17,1.0,0.0
249800,Asian,5-12,0.9724137931034482,0.006896551724137931
249800,Maori,5-12,1.0,0.0
249800,Others,5-12,0.9518072289156626,0.0
249800,Pacific,5-12,1.0,0.0
249900,Asian,1-4,0.8666666666666667,0.06666666666666667
249900,Maori,1-4,1.0,0.0
249900,Others,1-4,0.9787234042553191,0.0
249900,Pacific,1-4,0.0,0.0
249900,Unknown,1-4,0.0,0.0
249900,Asian,13-17,0.696969696969697,0.06060606060606061
249900,Maori,13-17,1.0,0.0
249900,Others,13-17,0.8691099476439791,0.020942408376963352
249900,Pacific,13-17,0.8333333333333334,0.16666666666666666
249900,Unknown,13-17,0.3333333333333333,0.0
249900,Asian,5-12,0.9583333333333334,0.0
249900,Maori,5-12,1.0,0.0
249900,Others,5-12,0.9613259668508287,0.016574585635359115
249900,Pacific,5-12,1.0,0.0
250000,Asian,1-4,1.0,0.0
250000,Maori,1-4,1.0,0.0
250000,Others,1-4,0.96875,0.0
250000,Pacific,1-4,0.6666666666666666,0.3333333333333333
250000,Unknown,1-4,1.0,0.0
250000,Asian,13-17,0.7,0.0
250000,Maori,13-17,1.0,0.0
250000,Others,13-17,0.917098445595855,0.010362694300518135
250000,Pacific,13-17,1.0,0.0
250000,Unknown,13-17,0.8,0.0
250000,Asian,5-12,0.8679245283018868,0.018867924528301886
250000,Maori,5-12,1.0,0.0
250000,Others,5-12,0.9409090909090909,0.01818181818181818
250000,Pacific,5-12,1.0,0.0
250000,Unknown,5-12,0.3333333333333333,0.0
250100,Asian,1-4,0.75,0.0
250100,Maori,1-4,1.0,0.0
250100,Others,1-4,0.9148936170212766,0.0425531914893617
250100,Pacific,1-4,0.5,0.0
250100,Asian,13-17,0.7272727272727273,0.09090909090909091
250100,Maori,13-17,0.9615384615384616,0.0
250100,Others,13-17,0.9166666666666666,0.020833333333333332
250100,Pacific,13-17,0.9,0.0
250100,Asian,5-12,0.75,0.05
250100,Maori,5-12,0.7727272727272727,0.09090909090909091
250100,Others,5-12,0.8888888888888888,0.020833333333333332
250100,Pacific,5-12,0.7777777777777778,0.1111111111111111
250100,Unknown,5-12,0.0,0.0
250200,Asian,1-4,0.9473684210526315,0.0
250200,Maori,1-4,0.75,0.0
250200,Others,1-4,0.9565217391304348,0.021739130434782608
250200,Pacific,1-4,0.0,0.0
250200,Asian,13-17,0.7894736842105263,0.05263157894736842
250200,Maori,13-17,1.0,0.0
250200,Others,13-17,0.8778625954198473,0.030534351145038167
250200,Pacific,13-17,1.0,0.0
250200,Unknown,13-17,0.0,0.0
250200,Asian,5-12,0.8125,0.0625
250200,Maori,5-12,0.75,0.16666666666666666
250200,Others,5-12,0.9403973509933775,0.019867549668874173
250200,Pacific,5-12,1.0,0.0
250200,Unknown,5-12,0.6,0.2
250300,Asian,1-4,1.0,0.0
250300,Maori,1-4,0.8,0.0
250300,Others,1-4,0.9066666666666666,0.013333333333333334
250300,Pacific,1-4,1.0,0.0
250300,Asian,13-17,0.8974358974358975,0.05128205128205128
250300,Maori,13-17,0.75,0.0
250300,Others,13-17,0.8690476190476191,0.031746031746031744
250300,Pacific,13-17,1.0,0.0
250300,Unknown,13-17,0.0,0.0
250300,Asian,5-12,0.972972972972973,0.0
250300,Maori,5-12,1.0,0.0
250300,Others,5-12,0.9325396825396826,0.015873015873015872
250300,Pacific,5-12,1.0,0.0
250300,Unknown,5-12,0.75,0.0
250400,Asian,1-4,0.8918918918918919,0.02702702702702703
250400,Maori,1-4,0.8461538461538461,0.0
250400,Others,1-4,0.9418604651162791,0.023255813953488372
250400,Pacific,1-4,1.0,0.0
250400,Asian,13-17,0.7804878048780488,0.04878048780487805
250400,Maori,13-17,0.9,0.05
250400,Others,13-17,0.9510204081632653,0.012244897959183673
250400,Pacific,13-17,0.9285714285714286,0.0
250400,Unknown,13-17,0.3333333333333333,0.0
250400,Asian,5-12,0.9122807017543859,0.008771929824561403
250400,Maori,5-12,0.8421052631578947,0.02631578947368421
250400,Others,5-12,0.9540636042402827,0.014134275618374558
250400,Pacific,5-12,0.9444444444444444,0.05555555555555555
250400,Unknown,5-12,1.0,0.0
250500,Asian,1-4,0.9090909090909091,0.045454545454545456
250500,Maori,1-4,0.6666666666666666,0.0
250500,Others,1-4,0.9705882352941176,0.029411764705882353
250500,Asian,13-17,0.7894736842105263,0.0
250500,Maori,13-17,1.0,0.0
250500,Others,13-17,0.8785046728971962,0.037383177570093455
250500,Pacific,13-17,0.75,0.25
250500,Asian,5-12,0.9215686274509803,0.0196078431372549
250500,Maori,5-12,0.7647058823529411,0.17647058823529413
250500,Others,5-12,0.8728813559322034,0.059322033898305086
250500,Pacific,5-12,1.0,0.0
250500,Unknown,5-12,0.5,0.0
250600,Asian,1-4,0.7916666666666666,0.16666666666666666
250600,Maori,1-4,0.8333333333333334,0.0
250600,Others,1-4,0.8902439024390244,0.036585365853658534
250600,Pacific,1-4,1.0,0.0
250600,Asian,13-17,0.7714285714285715,0.02857142857142857
250600,Maori,13-17,0.9,0.0
250600,Others,13-17,0.8984375,0.04296875
250600,Pacific,13-17,0.42857142857142855,0.0
250600,Unknown,13-17,0.5,0.0
250600,Asian,5-12,0.8253968253968254,0.031746031746031744
250600,Maori,5-12,0.8461538461538461,0.0
250600,Others,5-12,0.9233576642335767,0.01824817518248175
250600,Pacific,5-12,1.0,0.0
250600,Unknown,5-12,1.0,0.0
250700,Asian,1-4,0.5555555555555556,0.0
250700,Maori,1-4,0.8,0.0
250700,Others,1-4,0.7142857142857143,0.0
250700,Pacific,1-4,1.0,0.0
250700,Asian,13-17,0.7857142857142857,0.0
250700,Maori,13-17,0.5,0.5
250700,Others,13-17,0.8888888888888888,0.0
250700,Pacific,13-17,0.75,0.0
250700,Unknown,13-17,0.3333333333333333,0.0
250700,Asian,5-12,0.8148148148148148,0.07407407407407407
250700,Maori,5-12,0.8571428571428571,0.0
250700,Others,5-12,0.896551724137931,0.034482758620689655
250700,Pacific,5-12,0.8571428571428571,0.0
250700,Unknown,5-12,0.75,0.0
250800,Asian,1-4,0.8888888888888888,0.1111111111111111
250800,Maori,1-4,1.0,0.0
250800,Others,1-4,0.9193548387096774,0.04838709677419355
250800,Pacific,1-4,1.0,0.0
250800,Asian,13-17,0.6875,0.0625
250800,Maori,13-17,1.0,0.0
250800,Others,13-17,0.8677248677248677,0.031746031746031744
250800,Pacific,13-17,0.3333333333333333,0.3333333333333333
250800,Unknown,13-17,0.0,0.0
250800,Asian,5-12,0.8846153846153846,0.07692307692307693
250800,Maori,5-12,0.8095238095238095,0.0
250800,Others,5-12,0.8855721393034826,0.029850746268656716
250800,Pacific,5-12,0.6,0.0
250900,Asian,1-4,0.9047619047619048,0.0
250900,Maori,1-4,0.875,0.0
250900,Others,1-4,0.8333333333333334,0.05555555555555555
250900,Pacific,1-4,1.0,0.0
250900,Unknown,1-4,1.0,0.0
250900,Asian,13-17,0.6086956521739131,0.0
250900,Maori,13-17,0.9090909090909091,0.09090909090909091
250900,Others,13-17,0.8295454545454546,0.03409090909090909
250900,Pacific,13-17,1.0,0.0
250900,Unknown,13-17,0.0,0.16666666666666666
250900,Asian,5-12,0.8260869565217391,0.057971014492753624
250900,Maori,5-12,0.8,0.0
250900,Others,5-12,0.8426966292134831,0.07865168539325842
250900,Pacific,5-12,0.75,0.0
250900,Unknown,5-12,0.5714285714285714,0.0
251000,Asian,1-4,1.0,0.0
251000,Maori,1-4,1.0,0.0
251000,Others,1-4,0.8333333333333334,0.16666666666666666
251000,Pacific,1-4,0.3333333333333333,0.3333333333333333
251000,Asian,13-17,0.6,0.0
251000,Maori,13-17,1.0,0.0
251000,Others,13-17,0.8846153846153846,0.07692307692307693
251000,Pacific,13-17,0.3333333333333333,0.3333333333333333
251000,Asian,5-12,0.6666666666666666,0.0
251000,Others,5-12,1.0,0.0
251000,Pacific,5-12,0.5,0.0
251000,Unknown,5-12,0.0,0.0
251100,Asian,1-4,1.0,0.0
251100,Maori,1-4,0.0,0.0
251100,Others,1-4,0.76,0.08
251100,Asian,13-17,0.6428571428571429,0.14285714285714285
251100,Maori,13-17,1.0,0.0
251100,Others,13-17,0.768595041322314,0.04132231404958678
251100,Asian,5-12,0.7222222222222222,0.05555555555555555
251100,Maori,5-12,1.0,0.0
251100,Others,5-12,0.8588235294117647,0.023529411764705882
251100,Unknown,5-12,0.0,0.0
251200,Asian,1-4,0.9,0.0
251200,Maori,1-4,1.0,0.0
251200,Others,1-4,0.8857142857142857,0.05714285714285714
251200,Pacific,1-4,1.0,0.0
251200,Asian,13-17,0.8235294117647058,0.058823529411764705
251200,Maori,13-17,0.9166666666666666,0.08333333333333333
251200,Others,13-17,0.8450704225352113,0.028169014084507043
251200,Pacific,13-17,0.875,0.0
251200,Asian,5-12,0.78125,0.09375
251200,Maori,5-12,0.9230769230769231,0.07692307692307693
251200,Others,5-12,0.9146341463414634,0.024390243902439025
251200,Pacific,5-12,0.9,0.1
251300,Asian,1-4,0.75,0.25
251300,Maori,1-4,1.0,0.0
251300,Others,1-4,1.0,0.0
251300,Asian,13-17,0.8888888888888888,0.0
251300,Others,13-17,0.7142857142857143,0.047619047619047616
251300,Pacific,13-17,1.0,0.0
251300,Unknown,13-17,0.0,0.0
251300,Asian,5-12,0.6666666666666666,0.0
251300,Maori,5-12,1.0,0.0
251300,Others,5-12,0.9,0.06666666666666667
251400,Asian,1-4,0.8181818181818182,0.09090909090909091
251400,Maori,1-4,1.0,0.0
251400,Others,1-4,0.8125,0.0
251400,Asian,13-17,0.5238095238095238,0.047619047619047616
251400,Maori,13-17,1.0,0.0
251400,Others,13-17,0.7307692307692307,0.038461538461538464
251400,Pacific,13-17,0.5,0.0
251400,Unknown,13-17,0.0,0.0
251400,Asian,5-12,0.627906976744186,0.11627906976744186
251400,Maori,5-12,0.8333333333333334,0.16666666666666666
251400,Others,5-12,0.6875,0.0625
251400,Pacific,5-12,0.8571428571428571,0.0
251400,Unknown,5-12,1.0,0.0
251500,Asian,1-4,0.9,0.0
251500,Maori,1-4,0.75,0.0
251500,Others,1-4,0.8636363636363636,0.045454545454545456
251500,Pacific,1-4,1.0,0.0
251500,Asian,13-17,1.0,0.0
251500,Maori,13-17,0.8888888888888888,0.0
251500,Others,13-17,0.8653846153846154,0.028846153846153848
251500,Pacific,13-17,1.0,0.0
251500,Asian,5-12,0.9354838709677419,0.03225806451612903
251500,Maori,5-12,1.0,0.0
251500,Others,5-12,0.9065420560747663,0.0
251500,Pacific,5-12,0.6666666666666666,0.0
251600,Asian,1-4,0.6206896551724138,0.06896551724137931
251600,Maori,1-4,0.8,0.2
251600,Others,1-4,0.8421052631578947,0.05263157894736842
251600,Pacific,1-4,0.875,0.0
251600,Asian,13-17,0.5,0.0
251600,Maori,13-17,0.9,0.1
251600,Others,13-17,0.8,0.05714285714285714
251600,Pacific,13-17,0.75,0.0
251600,Unknown,13-17,0.0,0.0
251600,Asian,5-12,0.5121951219512195,0.0
251600,Maori,5-12,1.0,0.0
251600,Others,5-12,0.7419354838709677,0.06451612903225806
251600,Pacific,5-12,0.7142857142857143,0.0
251600,Unknown,5-12,1.0,0.0
251700,Asian,1-4,0.7368421052631579,0.05263157894736842
251700,Maori,1-4,0.8,0.0
251700,Others,1-4,0.6923076923076923,0.23076923076923078
251700,Pacific,1-4,1.0,0.0
251700,Asian,13-17,0.5,0.125
251700,Maori,13-17,0.6666666666666666,0.0
251700,Others,13-17,0.896551724137931,0.0
251700,Pacific,13-17,0.5714285714285714,0.14285714285714285
251700,Unknown,13-17,0.5,0.0
251700,Asian,5-12,0.5806451612903226,0.0967741935483871
251700,Maori,5-12,1.0,0.0
251700,Others,5-12,0.7272727272727273,0.045454545454545456
251700,Pacific,5-12,0.8,0.0
251700,Unknown,5-12,0.0,0.0
251800,Asian,1-4,0.5833333333333334,0.08333333333333333
251800,Maori,1-4,1.0,0.0
251800,Others,1-4,0.9090909090909091,0.0
251800,Pacific,1-4,1.0,0.0
251800,Asian,13-17,0.625,0.0
251800,Maori,13-17,1.0,0.0
251800,Others,13-17,0.625,0.125
251800,Pacific,13-17,1.0,0.0
251800,Unknown,13-17,0.0,0.0
251800,Asian,5-12,0.9047619047619048,0.0
251800,Others,5-12,0.6666666666666666,0.05555555555555555
251900,Asian,1-4,0.875,0.0625
251900,Maori,1-4,0.5714285714285714,0.0
251900,Others,1-4,0.8133333333333334,0.04
251900,Pacific,1-4,0.6,0.4
251900,Unknown,1-4,1.0,0.0
251900,Asian,13-17,0.8461538461538461,0.07692307692307693
251900,Maori,13-17,0.9166666666666666,0.0
251900,Others,13-17,0.8940397350993378,0.006622516556291391
251900,Pacific,13-17,0.75,0.25
251900,Unknown,13-17,0.0,0.0
251900,Asian,5-12,0.8666666666666667,0.0
251900,Maori,5-12,0.9411764705882353,0.058823529411764705
251900,Others,5-12,0.9426751592356688,0.006369426751592357
251900,Pacific,5-12,1.0,0.0
251900,Unknown,5-12,1.0,0.0
252000,Asian,1-4,1.0,0.0
252000,Maori,1-4,1.0,0.0
252000,Others,1-4,0.8809523809523809,0.0
252000,Pacific,1-4,1.0,0.0
252000,Asian,13-17,0.38095238095238093,0.14285714285714285
252000,Maori,13-17,1.0,0.0
252000,Others,13-17,0.8181818181818182,0.07575757575757576
252000,Pacific,13-17,1.0,0.0
252000,Asian,5-12,0.8297872340425532,0.0425531914893617
252000,Maori,5-12,0.9230769230769231,0.0
252000,Others,5-12,0.8970588235294118,0.0
252000,Pacific,5-12,1.0,0.0
252100,Asian,1-4,0.8214285714285714,0.03571428571428571
252100,Maori,1-4,1.0,0.0
252100,Others,1-4,0.8,0.13333333333333333
252100,Pacific,1-4,1.0,0.0
252100,Unknown,1-4,0.0,0.0
252100,Asian,13-17,0.47368421052631576,0.0
252100,Maori,13-17,1.0,0.0
252100,Others,13-17,0.84,0.0
252100,Pacific,13-17,1.0,0.0
252100,Asian,5-12,0.6326530612244898,0.061224489795918366
252100,Maori,5-12,0.9285714285714286,0.0
252100,Others,5-12,0.9655172413793104,0.0
252100,Pacific,5-12,1.0,0.0
252100,Unknown,5-12,0.0,0.0
252200,Asian,1-4,0.875,0.0625
252200,Maori,1-4,0.75,0.0
252200,Others,1-4,0.9047619047619048,0.07142857142857142
252200,Pacific,1-4,1.0,0.0
252200,Asian,13-17,1.0,0.0
252200,Maori,13-17,1.0,0.0
252200,Others,13-17,0.9074074074074074,0.0
252200,Pacific,13-17,0.7333333333333333,0.0
252200,Asian,5-12,0.896551724137931,0.034482758620689655
252200,Maori,5-12,0.9310344827586207,0.034482758620689655
252200,Others,5-12,0.9719626168224299,0.018691588785046728
252200,Pacific,5-12,0.8181818181818182,0.09090909090909091
252200,Unknown,5-12,0.0,0.0
252300,Asian,1-4,0.8,0.2
252300,Maori,1-4,1.0,0.0
252300,Others,1-4,1.0,0.0
252300,Unknown,1-4,1.0,0.0
252300,Asian,13-17,0.7142857142857143,0.0
252300,Maori,13-17,0.6666666666666666,0.3333333333333333
252300,Others,13-17,0.8571428571428571,0.09523809523809523
252300,Unknown,13-17,0.0,0.0
252300,Asian,5-12,0.9166666666666666,0.0
252300,Others,5-12,0.9090909090909091,0.0
252300,Unknown,5-12,0.6666666666666666,0.0
252400,Asian,1-4,0.6785714285714286,0.07142857142857142
252400,Maori,1-4,1.0,0.0
252400,Others,1-4,0.8571428571428571,0.0
252400,Pacific,1-4,1.0,0.0
252400,Asian,13-17,0.8571428571428571,0.0
252400,Maori,13-17,0.9166666666666666,0.0
252400,Others,13-17,0.8571428571428571,0.02857142857142857
252400,Pacific,13-17,0.6666666666666666,0.0
252400,Asian,5-12,0.7586206896551724,0.0
252400,Maori,5-12,0.8333333333333334,0.0
252400,Others,5-12,0.8095238095238095,0.047619047619047616
252400,Pacific,5-12,1.0,0.0
252400,Unknown,5-12,1.0,0.0
252500,Asian,1-4,0.9444444444444444,0.05555555555555555
252500,Maori,1-4,0.0,0.25
252500,Others,1-4,0.8478260869565217,0.13043478260869565
252500,Asian,13-17,0.5588235294117647,0.029411764705882353
252500,Maori,13-17,1.0,0.0
252500,Others,13-17,0.8666666666666667,0.05555555555555555
252500,Pacific,13-17,0.8,0.0
252500,Unknown,13-17,0.0,0.0
252500,Asian,5-12,0.58,0.02
252500,Maori,5-12,0.8888888888888888,0.1111111111111111
252500,Others,5-12,0.9390243902439024,0.024390243902439025
252500,Pacific,5-12,0.8,0.2
252500,Unknown,5-12,0.0,0.0
252600,Asian,1-4,1.0,0.0
252600,Maori,1-4,1.0,0.0
252600,Others,1-4,0.896551724137931,0.06896551724137931
252600,Pacific,1-4,1.0,0.0
252600,Asian,13-17,0.8,0.0
252600,Maori,13-17,1.0,0.0
252600,Others,13-17,0.8493150684931506,0.0136986301369863
252600,Pacific,13-17,1.0,0.0
252600,Asian,5-12,0.8181818181818182,0.09090909090909091
252600,Maori,5-12,1.0,0.0
252600,Others,5-12,0.9047619047619048,0.015873015873015872
252600,Unknown,5-12,0.0,0.0
252700,Asian,1-4,0.9375,0.0
252700,Maori,1-4,0.7142857142857143,0.07142857142857142
252700,Others,1-4,0.9,0.04
252700,Pacific,1-4,1.0,0.0
252700,Unknown,1-4,1.0,0.0
252700,Asian,13-17,0.9285714285714286,0.0
252700,Maori,13-17,0.8695652173913043,0.043478260869565216
252700,Others,13-17,0.9102564102564102,0.01282051282051282
252700,Pacific,13-17,1.0,0.0
252700,Unknown,13-17,1.0,0.0
252700,Asian,5-12,0.96,0.04
252700,Maori,5-12,1.0,0.0
252700,Others,5-12,0.967391304347826,0.0
252700,Pacific,5-12,0.8333333333333334,0.0
252800,Asian,1-4,0.8461538461538461,0.038461538461538464
