SA2 Code,Family Type Code,People Count Code,Dependent Children Count Code,Count
322200,2,5,211,9
105900,3,3,11,s
149200,3,2,111,36
163900,2,6,211,s
330800,2,9,411,s
324000,3,4,111,s
116600,3,4,11,s
244700,2,4,211,105
100700,2,9,411,s
241900,2,6,211,s
179800,3,3,111,6
204900,2,5,211,s
102800,2,4,911,s
348700,1,2,11,237
223800,2,6,911,s
120800,3,3,211,9
146900,2,3,111,24
127300,2,4,111,9
162000,2,9,412,s
218500,3,6,311,s
209100,3,2,111,54
126500,2,3,111,114
119900,3,3,11,9
124200,2,4,11,21
154100,3,3,11,15
112100,3,4,311,s
308400,2,5,111,s
174800,3,4,311,s
334000,2,4,111,21
113800,2,3,111,s
327200,2,5,111,s
127100,2,5,11,s
192500,2,7,211,s
345000,3,4,311,9
325900,2,4,111,12
240700,2,5,11,6
132500,2,6,311,s
239800,3,4,311,s
171400,3,4,111,s
171800,3,5,211,s
336000,2,6,411,6
110500,2,5,311,33
339700,2,7,211,s
308500,1,2,11,60
203700,2,6,411,15
325100,3,3,211,36
130300,3,3,211,18
176100,2,3,911,s
132100,3,4,11,s
301300,2,5,311,27
121300,3,3,211,18
175700,3,7,411,s
164600,2,3,111,72
121900,2,4,111,18
190600,1,2,11,819
164900,3,5,411,s
312400,3,2,911,s
303300,3,2,111,42
237700,3,3,211,s
246300,3,4,11,s
335500,3,3,211,30
173700,3,3,11,s
233400,3,4,111,s
317100,2,4,111,6
180400,2,4,11,15
155100,3,6,111,s
207700,3,4,211,s
170500,2,7,412,s
149700,3,3,211,33
124100,2,3,11,12
314200,2,7,311,s
359400,2,6,311,s
143000,2,5,11,6
187300,2,10,413,s
218400,2,6,211,s
193100,2,5,11,s
150900,2,4,111,s
149900,2,4,11,15
195400,3,5,211,s
337800,3,5,111,s
344500,2,3,11,33
194000,3,2,11,33
241300,2,5,11,s
233200,2,6,411,s
121600,3,4,11,s
111300,2,7,311,s
228400,3,3,911,s
162300,3,2,111,18
215200,3,2,11,51
166300,2,4,111,18
120600,2,11,415,s
245000,3,4,311,6
100300,2,3,11,s
198800,1,2,11,201
256500,2,6,411,6
337000,2,4,111,6
240600,2,8,411,s
182100,3,3,11,s
304500,3,4,311,9
252000,3,3,111,s
325300,3,2,11,48
340600,2,4,211,54
140400,2,10,415,s
159500,3,3,11,12
180600,3,5,411,s
199600,3,9,414,s
349700,3,3,11,s
217800,3,2,111,60
106300,2,6,411,9
225800,2,8,413,s
105600,3,4,311,s
124300,2,8,413,s
207200,3,6,412,s
207200,2,5,911,s
123300,3,3,111,6
308900,2,7,412,s
216900,3,3,211,12
143700,2,5,211,6
237400,2,3,111,15
226400,2,4,211,27
119500,3,4,311,s
238000,2,6,411,6
148100,2,7,111,s
195800,2,6,911,s
106600,2,4,911,s
354500,2,3,11,18
147100,2,7,412,s
220500,2,8,411,s
173600,1,2,11,174
242900,3,2,11,39
124400,2,6,311,s
239000,2,4,911,s
228700,2,4,11,6
303100,3,4,211,s
177800,2,7,411,s
251900,3,3,111,s
347900,2,3,11,33
307900,2,3,111,30
226600,3,3,111,s
197600,3,3,211,33
124900,3,4,311,6
175500,2,7,412,s
356800,1,2,11,135
256000,2,4,111,6
149500,2,7,311,s
300300,2,4,211,78
169900,2,5,211,6
203400,3,4,211,s
224500,2,3,111,24
202300,3,3,111,s
252600,2,4,111,9
311800,2,4,11,s
345700,2,4,911,s
144400,3,2,911,s
147200,2,6,211,s
103500,3,2,111,87
191600,2,6,411,6
207000,2,10,414,s
149000,2,5,211,12
159600,3,4,11,6
117900,2,4,911,s
199900,3,5,411,s
211000,2,10,413,s
145100,2,7,311,s
189300,3,2,111,33
171700,2,5,211,9
139900,2,7,111,s
245100,2,3,911,s
132300,2,4,111,18
320900,2,5,311,27
221700,2,5,11,s
240800,2,9,413,s
302600,2,4,11,12
253600,3,6,411,s
137800,1,2,11,381
241700,3,2,111,48
337600,2,3,111,36
160200,2,4,111,21
319200,2,5,11,s
145600,3,5,411,s
235600,2,3,111,33
103800,1,2,11,144
145100,2,4,111,54
213700,3,4,211,s
129600,3,4,311,18
137300,3,4,111,s
130400,2,3,111,84
143500,3,3,211,24
180200,2,3,111,120
326900,2,5,211,s
152100,2,5,211,12
153200,2,7,111,s
174600,2,5,311,27
147200,2,6,111,s
250300,3,4,911,s
181400,3,4,11,s
155100,2,6,211,6
125200,3,4,311,s
134600,2,4,211,177
140700,2,8,211,s
104600,2,6,211,s
122800,2,5,311,48
204500,3,4,211,s
244200,3,4,11,s
244700,2,4,111,15
256600,2,8,311,s
315900,3,4,211,s
221000,2,3,11,18
148500,3,8,111,s
158700,2,5,111,12
345000,3,2,911,s
310500,2,5,211,s
149700,3,3,111,15
144700,3,4,311,18
179800,3,3,211,6
173800,2,5,211,s
246200,3,2,11,51
133600,2,5,11,s
136500,2,6,211,s
227400,3,4,311,s
136900,2,3,11,33
343400,3,3,11,s
202900,2,5,911,s
257800,2,4,211,51
246700,1,2,11,339
250700,2,5,211,s
330000,2,4,11,15
164200,2,8,411,s
320200,2,4,11,36
230500,2,3,111,42
129000,2,8,413,s
129900,3,4,11,s
224600,2,4,211,51
305800,3,5,411,s
216600,3,3,911,s
110800,2,4,211,78
184800,2,5,911,s
335300,1,2,11,252
352000,3,4,311,s
186400,2,8,413,s
200700,2,4,911,s
236800,2,6,411,s
307700,3,4,311,s
107400,2,6,111,s
183700,3,2,11,12
313700,3,2,111,18
110500,2,7,412,s
224300,2,7,411,s
126100,2,8,411,s
309200,2,6,311,s
200600,3,3,11,s
230400,3,3,111,s
314500,2,3,111,66
210900,3,4,111,s
339100,2,6,411,s
101900,3,3,111,s
131100,3,4,211,s
165300,3,7,413,s
142600,2,6,211,s
343500,2,4,11,6
179100,3,4,111,s
109300,2,7,311,s
148300,2,4,111,30
164600,3,2,11,21
175200,2,3,111,s
204600,2,4,111,s
101800,3,4,211,s
239400,3,2,11,s
137100,2,3,111,93
117500,2,4,111,33
358000,3,5,411,s
362700,3,3,111,s
210100,1,2,11,27
139900,2,5,111,6
238300,2,4,111,9
112300,3,4,11,s
216300,2,5,311,42
155200,2,4,111,18
137900,2,6,311,6
305800,3,2,911,s
152900,3,3,111,s
201700,2,5,911,s
151900,3,4,911,s
323700,2,6,311,s
202400,3,4,311,6
161500,2,6,211,s
351200,3,2,11,15
251300,2,3,111,15
120700,3,6,211,s
100400,3,4,311,6
146900,3,2,11,12
314100,2,4,211,60
226100,3,2,11,9
134100,2,3,111,18
332500,3,3,211,18
194100,2,4,911,s
165300,3,2,111,93
161300,2,7,411,s
115600,2,5,911,s
125900,2,3,111,39
201700,3,5,411,s
138500,2,5,911,s
100200,2,8,413,s
354500,2,5,111,s
139100,2,8,311,s
201600,2,6,411,9
219700,2,4,11,s
144100,2,5,211,15
150800,2,7,111,s
160400,3,9,413,s
347500,2,6,411,s
139900,2,5,211,6
224600,2,4,111,6
177200,2,7,311,s
254000,3,3,911,s
112700,2,4,911,s
228800,3,5,311,s
229400,2,8,411,s
160300,3,5,211,s
185400,2,7,412,s
351500,2,3,111,57
209400,3,5,411,s
140900,2,4,111,42
113600,3,5,411,s
232400,3,4,311,s
220600,2,3,911,s
239300,2,8,413,s
213800,3,6,412,s
179300,3,6,412,s
176800,2,6,411,18
180700,2,8,411,s
315600,3,2,111,9
329300,3,3,11,6
158400,2,4,211,66
302200,2,7,412,s
166500,2,4,111,6
221500,2,5,311,9
230300,2,6,311,s
358600,3,2,111,24
138100,2,8,411,s
128900,3,6,411,s
173300,2,7,412,s
219200,2,4,111,s
343900,2,6,411,12
182000,3,4,311,s
158700,3,4,911,s
215400,3,3,11,s
225300,2,5,111,s
149400,3,3,911,s
313500,2,3,111,54
254200,2,5,211,s
247300,3,2,11,45
198700,2,6,211,s
221400,2,3,11,30
207100,2,9,414,s
326600,3,2,11,s
209800,2,7,411,s
197100,2,6,411,9
333100,2,4,11,6
127000,2,8,111,s
173000,3,2,111,9
229100,2,3,11,30
131800,2,6,111,s
325900,2,7,311,s
162600,2,5,311,12
185900,2,4,111,6
349300,3,5,411,s
137200,2,6,111,s
153200,2,5,211,s
144100,3,4,11,s
108600,3,5,411,6
353300,3,5,411,s
126000,2,6,111,s
242600,3,4,211,s
204700,2,8,413,s
121000,2,3,911,s
362500,3,5,311,s
244000,2,5,311,33
156700,2,7,311,s
196800,2,6,211,s
219500,2,5,311,45
343900,3,5,311,s
341000,3,3,111,s
139100,2,4,11,15
232200,3,4,311,15
242800,2,7,411,s
342300,2,5,311,18
191700,3,2,11,21
177500,2,8,412,s
345500,2,4,11,6
131500,2,6,911,s
115900,2,5,311,42
220100,2,4,911,s
103000,2,7,411,s
257500,2,8,311,s
358300,3,3,111,s
173200,3,2,111,24
209800,2,3,111,54
140100,3,4,111,s
198600,3,2,911,s
125800,2,3,111,111
117400,2,5,111,s
193700,2,3,111,84
152500,3,3,11,12
143000,3,4,311,s
168400,2,4,111,s
154300,3,3,111,6
105500,3,2,11,27
138000,3,3,111,6
154500,2,6,411,s
361700,3,3,911,s
130000,3,2,11,15
355200,3,6,412,s
216500,2,3,911,s
104100,2,5,211,6
113000,3,9,415,s
309800,3,4,211,s
217100,3,4,311,9
324300,3,4,311,s
129500,2,6,11,s
247000,2,7,411,s
176600,3,5,311,s
111300,3,3,211,18
169800,2,3,911,s
113500,2,6,11,s
201100,2,4,211,s
170100,2,4,11,s
338500,3,4,211,s
162100,3,4,211,s
190500,2,5,11,s
188200,3,4,311,s
244800,3,3,11,s
147900,3,4,311,s
227500,2,5,311,36
137200,2,7,411,s
318500,2,4,111,15
226500,3,4,311,6
117400,3,3,111,6
322800,2,3,111,63
357900,2,6,411,12
116100,2,5,311,18
215100,2,7,411,s
138200,2,4,111,15
101100,2,5,111,s
239500,2,3,11,21
250500,2,5,11,s
334400,1,2,11,228
307300,2,5,111,s
325600,3,4,211,s
122900,2,6,311,s
160000,2,7,412,9
246900,3,3,911,s
354400,3,6,412,s
203000,3,4,311,s
117200,3,4,211,s
184200,3,5,11,s
255600,3,2,111,18
232600,3,2,11,6
144400,2,5,211,6
197300,2,5,11,s
145100,3,5,311,s
182800,3,5,311,s
254500,2,4,211,51
220500,2,5,11,s
304500,2,3,11,33
195100,2,4,111,18
163800,3,3,211,12
361900,3,2,11,18
146200,2,5,11,9
351000,2,6,411,12
139700,2,10,412,s
134500,2,4,911,s
120900,2,5,911,s
170700,3,3,111,s
166000,2,5,211,s
325700,3,2,911,s
230000,2,4,211,42
237600,2,5,311,48
229600,1,2,11,252
317000,1,2,11,213
211100,2,3,11,30
101400,3,8,412,s
151500,2,5,111,6
302500,3,7,11,s
225900,3,2,111,39
360000,3,5,411,s
222400,3,4,211,s
203900,2,11,412,s
142900,2,3,111,105
321100,2,7,211,s
163600,3,4,111,s
333800,2,3,111,33
129700,3,2,11,33
318800,2,3,11,36
168100,2,3,111,24
348200,3,2,11,s
212400,3,3,211,s
123800,3,3,211,42
106600,2,6,311,s
197200,3,2,111,63
215800,2,3,11,27
119400,2,3,111,48
160000,3,3,111,12
200800,1,2,11,270
132900,2,6,11,s
186700,2,6,311,s
130900,2,7,411,s
215300,3,4,111,6
213300,3,3,211,12
321700,3,2,11,30
335300,3,5,411,s
175000,3,3,211,45
180200,2,5,311,45
353500,3,3,111,6
144800,2,3,11,30
214300,2,6,411,s
169600,2,4,111,12
102300,3,7,413,s
131400,2,5,311,33
167000,3,5,411,s
310900,2,5,311,9
191200,3,3,911,s
305400,3,4,311,9
115000,2,5,11,9
163300,3,4,211,s
221200,3,2,111,6
353800,2,3,11,15
161900,3,2,11,27
168800,2,4,11,s
154300,3,3,11,s
315800,2,7,411,s
115300,3,2,111,9
143900,2,5,311,15
355700,2,6,211,s
340500,2,3,911,s
206600,2,5,11,s
249000,2,4,211,72
173700,3,2,11,6
314200,3,3,211,15
155700,2,7,311,s
121500,2,4,911,s
134100,3,3,111,s
230300,3,4,311,9
170500,3,5,311,s
361700,2,3,11,27
143200,2,4,211,129
129100,2,6,211,s
193700,3,3,111,s
134600,2,3,111,90
104900,3,2,111,39
162900,2,8,412,s
347800,3,4,211,s
122000,3,3,211,24
255800,2,7,412,s
323200,2,3,911,s
157600,2,5,11,s
122800,3,3,11,12
120600,3,4,11,s
246300,2,7,211,s
318000,2,4,111,15
323300,3,4,11,s
181900,3,3,211,9
161900,2,4,11,12
164700,3,6,412,s
301100,3,4,111,s
329800,2,4,111,15
200900,2,6,311,s
302900,2,3,11,42
239800,2,6,311,s
154300,3,4,211,s
171600,3,2,111,60
229500,3,6,411,s
354400,3,4,211,s
103500,3,6,412,s
343900,2,4,211,60
362700,2,3,11,12
252400,3,3,211,s
105200,3,5,411,s
232000,2,6,311,s
172100,2,8,413,s
349700,2,5,311,27
221900,2,4,211,69
124600,3,4,311,s
328300,3,5,411,s
310400,2,4,211,24
100800,3,6,311,s
127700,2,5,111,s
242900,3,3,11,s
209400,3,2,11,21
343900,2,7,412,s
325800,3,3,211,12
329300,2,8,413,s
177800,2,4,911,s
130900,2,6,411,12
338200,3,4,111,s
177400,3,3,111,6
230400,2,3,111,72
186400,2,4,211,45
329000,2,4,211,42
206400,2,6,211,s
217400,3,5,311,s
196600,2,4,211,117
331200,2,4,911,s
235500,2,6,211,s
156100,2,4,11,42
172400,2,5,111,s
162800,3,3,111,s
208800,2,7,311,s
211500,2,5,111,s
109600,2,6,311,s
103000,3,2,111,36
137400,3,2,11,36
252200,3,3,211,12
153800,2,6,111,s
137000,2,6,11,s
328400,2,5,111,s
196200,2,5,11,s
303100,2,3,11,33
170800,2,9,414,s
312800,3,3,911,s
324000,2,6,111,s
129600,3,2,11,60
317400,3,2,11,36
356400,3,3,911,s
176100,2,5,111,s
155600,3,4,111,s
182200,2,7,412,s
139700,2,6,311,s
210500,2,4,111,s
215800,3,6,412,s
116700,2,6,311,s
341100,2,4,111,s
112100,2,7,211,s
223100,2,4,111,s
103500,3,3,11,s
142300,3,3,11,12
189700,2,9,414,s
153500,2,5,11,9
121400,2,4,111,9
242700,2,6,911,s
153000,2,7,311,s
128300,3,6,311,s
187400,3,4,11,s
105800,3,6,411,s
160200,3,8,414,s
336900,2,5,911,s
150200,2,3,111,57
106700,3,6,412,s
105500,1,2,11,198
194600,3,6,412,s
322900,2,3,11,12
135800,3,6,411,s
329300,3,5,111,s
129000,2,3,11,27
245400,2,8,311,s
200000,2,7,412,s
161600,3,5,11,s
358100,2,5,911,s
179800,2,5,111,s
132000,3,3,911,s
193800,2,3,11,33
356300,2,3,111,33
322700,3,4,211,s
237200,2,5,211,s
202200,2,5,911,s
182800,2,6,411,12
157800,3,4,311,s
215400,2,5,311,36
146900,3,3,11,s
356500,2,5,111,s
152100,2,3,911,s
245300,3,3,11,s
334000,3,5,311,s
314700,3,2,11,18
231000,2,4,211,33
146100,2,6,411,15
245600,2,6,211,s
131700,3,5,411,6
127800,3,3,211,21
358400,2,5,911,s
325900,3,5,311,s
314100,3,6,412,s
200600,2,5,111,s
178100,1,2,11,414
237600,3,2,11,51
244300,3,3,11,s
110400,3,2,11,42
159000,3,2,11,33
326500,2,5,211,6
321100,2,5,211,9
154700,2,3,11,66
315300,2,4,111,21
251300,2,4,211,24
169900,3,6,411,s
300900,2,5,111,s
107600,2,5,111,s
327500,3,4,111,s
228800,3,3,211,9
158000,2,3,11,57
111200,2,6,411,12
301500,2,6,411,s
178500,2,5,211,s
148700,3,3,211,18
131000,2,6,411,6
194500,2,3,111,s
150800,2,5,111,15
310600,2,4,11,s
227300,3,2,111,15
150700,3,3,211,27
216800,3,8,414,s
353800,3,4,211,s
199200,3,2,11,30
253000,3,2,911,s
362400,3,2,111,57
137800,3,2,11,27
207700,2,3,11,6
165800,2,6,311,s
347100,2,3,11,6
108100,3,2,911,s
159300,3,2,111,24
248400,1,2,11,312
100600,2,3,911,s
131000,3,4,11,s
197200,2,3,11,36
340700,2,3,111,69
170500,3,4,11,s
319000,2,7,411,s
178500,2,8,412,s
317800,3,2,11,63
240800,3,5,211,s
147200,2,7,11,s
208600,3,2,11,6
170100,3,4,911,s
205900,3,7,413,s
155400,2,4,11,36
114400,2,3,111,75
215600,2,6,411,12
222000,3,4,11,s
141100,2,3,111,123
156800,2,3,11,18
209800,1,2,11,264
188700,2,5,211,s
349100,2,4,111,12
203600,2,5,11,s
144900,2,8,411,s
345600,2,5,211,s
143300,2,6,411,s
166400,2,6,211,s
324600,3,2,11,30
256500,2,5,311,33
148000,2,5,11,s
101200,1,2,11,99
200800,3,5,411,s
125700,2,10,414,s
181400,2,6,211,s
211400,2,6,211,s
159900,3,4,111,s
210400,2,4,11,12
154000,2,8,412,s
252500,2,6,911,s
230300,2,9,414,s
325400,2,9,414,s
361200,2,3,911,s
206600,2,6,411,6
110900,3,3,211,12
103700,3,4,311,s
191200,2,5,211,9
161400,2,6,211,s
226300,3,2,11,18
243900,2,3,11,s
200700,2,6,311,s
179500,2,4,111,15
347800,2,4,11,s
301800,2,4,211,42
142500,2,5,111,6
225900,3,3,211,12
217300,3,5,411,s
354500,3,2,911,s
157700,2,12,415,s
175900,1,2,11,417
230500,3,4,211,s
161000,2,4,211,87
336000,3,5,311,s
180500,3,2,11,45
104000,2,6,311,s
108000,1,2,11,201
205100,3,3,111,s
324100,2,3,111,27
213900,3,3,111,6
196700,3,4,111,s
207400,3,2,111,15
180500,3,3,211,48
128300,3,3,111,9
319200,3,4,11,s
205500,2,6,411,s
195500,2,5,911,s
178300,2,6,211,s
349300,3,4,311,s
156100,3,3,211,9
135800,3,2,111,39
315700,3,4,211,s
211100,3,4,211,s
151100,3,2,11,9
146800,2,5,11,s
157400,2,6,911,s
302300,3,3,211,21
154100,3,3,211,9
214700,2,6,211,s
326300,3,3,911,s
140300,1,2,11,261
195300,1,2,11,156
250100,2,5,11,s
349800,2,5,311,27
351000,3,2,111,72
142800,3,5,311,s
212800,3,3,11,s
334600,3,2,11,s
128400,3,4,111,s
104900,2,3,11,45
163500,2,8,412,s
135700,2,5,911,s
220400,3,4,211,s
194000,3,5,111,s
140000,3,6,412,s
304500,3,3,911,s
239800,3,3,911,s
350700,3,3,211,12
179700,2,4,111,9
244100,2,6,111,s
215300,3,2,11,72
211600,2,3,111,9
202900,2,6,311,s
350300,3,3,111,s
168700,2,6,311,s
247100,3,2,11,24
347400,3,2,11,s
193400,2,5,311,30
253300,2,4,911,s
171400,2,4,111,12
246100,3,3,211,15
355400,2,3,11,30
191700,3,7,411,s
135000,2,4,111,33
123300,2,3,111,159
232700,1,2,11,417
311100,1,2,11,78
149300,3,5,311,s
110800,3,6,911,s
205300,3,3,211,6
302900,3,3,911,s
149700,2,5,111,12
178800,3,3,211,42
108000,3,5,411,s
209600,3,2,111,24
120600,2,6,911,s
182400,2,5,311,9
209800,3,6,311,s
156300,2,5,11,9
163100,3,3,111,6
330900,2,6,411,s
166700,2,4,11,s
166500,2,6,411,s
190900,2,10,911,s
254400,3,2,111,24
109500,3,4,111,s
154200,2,4,111,36
237600,2,6,111,s
151900,2,7,111,s
241600,3,2,11,24
112100,2,5,211,s
122900,3,5,211,s
256500,2,3,911,s
133000,2,5,911,s
306600,3,2,11,6
130100,1,2,11,246
106300,2,4,111,12
327400,2,5,211,s
207400,2,4,11,s
161000,3,4,111,s
178100,2,5,211,6
151600,3,5,111,s
102900,2,5,911,s
238800,2,9,211,s
226800,2,4,11,s
159100,2,6,911,s
140700,2,6,311,s
302100,3,2,111,9
155300,1,2,11,171
241900,1,2,11,303
171500,2,4,111,24
304100,2,8,413,s
331900,2,6,311,s
173000,2,6,411,9
124900,2,5,111,6
102400,3,3,111,s
225100,2,4,111,9
203900,2,10,415,s
311500,3,2,11,33
148900,3,5,211,s
158100,2,6,211,s
159300,2,6,11,s
222100,2,3,111,51
350000,3,3,111,6
146100,2,7,111,s
167000,2,4,111,s
108600,3,3,11,s
125200,2,6,311,s
334400,2,4,11,18
137000,2,4,11,12
204500,2,6,211,s
307300,2,6,411,15
351900,3,3,11,s
319400,2,5,311,9
351700,2,3,111,39
247900,3,4,11,s
169200,3,4,11,s
153700,3,3,11,9
157800,1,2,11,243
160200,3,3,111,18
161200,3,7,411,s
331800,2,4,111,s
158400,2,6,11,s
205400,3,2,911,s
121600,2,8,412,s
241500,2,5,111,6
355300,3,4,911,s
184600,2,3,911,s
115100,3,4,311,9
173900,2,5,311,69
254600,3,4,311,s
341500,2,5,911,s
119800,2,7,412,s
238800,3,3,911,s
123200,3,3,11,15
227600,2,4,111,6
149400,2,10,412,s
130400,2,4,911,s
134300,3,2,111,18
228000,2,7,311,s
112300,2,8,413,s
308000,3,3,111,s
178000,3,4,311,15
252300,2,5,311,s
116900,3,5,211,s
220500,3,3,111,s
142400,2,6,11,s
179900,3,4,111,s
177900,2,4,111,30
112900,2,7,412,s
132200,3,3,911,s
156400,2,7,412,s
211900,2,3,11,39
343500,2,4,211,60
118200,3,3,111,s
124800,2,6,211,s
317600,2,5,211,s
165600,1,2,11,132
320500,2,5,911,s
328400,3,2,11,54
235800,2,7,411,s
150800,3,2,11,45
104200,2,6,311,s
236500,2,3,111,66
195100,3,5,411,s
130700,3,2,11,60
125000,3,4,211,s
121800,3,3,11,12
331100,3,3,11,9
308600,1,2,11,435
170000,3,4,211,s
315800,1,2,11,156
176100,2,6,411,15
322200,3,3,911,s
302600,2,5,311,42
109500,2,4,211,45
111800,3,4,311,s
215600,2,6,311,6
168200,2,4,11,s
230800,2,3,11,30
155700,2,8,11,s
336700,2,4,911,s
134200,2,4,211,162
249000,2,4,11,9
342500,3,2,111,s
122400,3,6,911,s
170700,3,4,111,s
187700,3,5,411,s
203900,3,5,211,s
216600,2,3,11,24
124800,3,2,111,42
167400,2,5,111,s
191700,3,2,111,24
233200,3,7,413,s
153400,2,6,411,9
349300,2,3,111,81
163700,3,4,111,s
316100,3,3,11,6
351800,2,6,311,s
228100,3,2,11,30
231000,3,4,11,s
320900,3,3,111,6
159400,3,4,11,s
109900,2,4,911,s
104800,2,3,111,36
255400,3,4,11,s
224300,3,6,412,s
337600,2,7,211,s
215300,3,2,911,s
192300,3,2,11,21
361100,3,5,311,s
192400,3,2,111,12
316100,2,7,412,s
204600,3,5,311,s
245000,2,6,311,s
336200,3,3,11,6
252900,3,3,11,6
138700,2,6,311,s
194600,1,2,11,354
355900,3,6,211,s
196100,3,3,111,s
330800,3,4,111,s
107300,3,7,412,s
183600,2,6,311,s
336100,2,5,311,69
247300,3,4,311,9
155600,2,8,411,s
158400,2,8,413,6
315800,3,5,311,s
247500,2,5,311,15
322400,2,6,311,s
245800,3,3,911,s
199500,2,6,111,s
257000,2,6,411,s
207000,3,7,411,s
196300,3,2,111,18
336400,2,3,11,18
337200,2,5,911,s
252200,2,4,11,s
150900,2,12,413,s
236000,2,3,11,18
319600,2,6,311,s
127100,3,6,412,s
138200,2,6,111,s
204400,2,7,412,6
143000,2,5,211,9
124900,3,8,414,s
191400,2,4,111,15
329200,3,4,911,s
223600,2,3,111,30
331900,3,2,11,30
133600,2,8,413,s
168900,3,4,311,6
180900,2,5,311,27
156800,3,4,911,s
233200,2,5,111,s
100200,2,3,111,33
158200,2,8,111,s
131100,3,6,11,s
320900,3,2,11,30
124700,2,6,311,s
227200,3,2,111,21
241700,2,6,211,s
139200,2,3,911,s
210500,1,2,11,33
204800,2,6,311,s
241800,3,5,411,s
158000,2,4,211,69
304700,2,4,211,9
228200,2,5,311,21
111100,3,3,211,15
360400,3,2,11,24
315200,2,6,411,s
112300,3,4,211,s
226200,1,2,11,s
225400,3,4,211,s
238300,2,6,411,6
183300,2,5,211,s
106500,2,6,911,s
132800,2,4,211,105
131000,2,4,111,18
205300,3,6,911,s
339800,3,3,11,s
249500,3,4,11,s
148300,3,2,911,s
192600,3,6,411,s
189800,2,3,111,s
203500,2,6,411,9
212500,3,3,111,s
222600,3,4,211,s
214700,2,5,11,s
335000,2,3,911,s
221000,2,8,911,s
241900,2,8,413,s
222400,3,3,11,s
340300,3,3,911,s
123900,3,6,412,s
129900,2,6,11,s
342100,3,2,111,6
193500,2,5,211,6
128900,2,3,111,135
133600,2,5,211,12
197900,2,6,411,9
219400,2,5,211,s
105400,3,6,412,s
199500,3,5,211,s
348800,2,5,11,s
344000,3,2,911,s
195200,3,5,411,s
317500,2,6,411,s
125500,3,3,211,21
208000,3,4,111,s
158900,2,3,11,42
311200,2,3,111,s
202400,2,5,211,9
201000,2,4,211,27
185900,3,2,911,s
247400,2,6,311,s
206100,2,7,412,s
193800,2,4,911,s
340600,3,3,211,12
199100,2,6,411,6
153500,3,8,413,s
160200,2,10,414,s
197500,2,3,11,39
320600,2,5,11,s
310000,2,3,111,27
149800,2,13,415,s
117700,3,4,311,s
145800,3,8,411,s
344200,2,5,11,s
140600,2,7,211,s
327200,3,3,111,12
197000,2,4,111,15
120800,2,5,311,30
165800,2,9,414,s
103200,3,3,111,s
250200,2,6,311,s
165400,3,4,111,s
141900,2,7,411,s
105800,3,4,11,s
300900,2,6,411,6
245400,2,7,311,s
122000,2,5,111,s
167100,2,7,412,6
142700,3,3,11,9
348500,2,4,11,s
318100,3,3,111,s
151800,3,3,111,6
307200,2,5,911,s
210400,2,7,411,s
180100,3,4,311,9
131800,2,3,111,90
177700,3,4,311,6
124300,2,3,111,120
343900,2,4,11,6
174000,2,6,111,s
104600,2,8,413,s
190300,3,3,911,s
135200,3,6,311,s
315100,3,3,111,s
224300,2,6,111,s
108500,2,7,911,s
130700,2,3,111,96
226600,2,5,211,s
197300,2,5,111,s
194700,2,3,111,12
126400,3,2,111,57
186500,3,3,11,6
242400,2,5,211,s
174300,2,4,11,s
200100,3,4,211,s
135000,3,11,416,s
155400,3,3,211,18
130100,3,5,411,s
117200,3,3,11,12
179100,2,5,211,s
341400,2,4,111,12
197700,2,7,311,s
220600,2,6,411,15
231300,2,4,211,138
215000,3,5,411,6
350400,2,5,111,s
309300,3,4,311,s
225000,2,7,412,s
362200,3,3,111,6
174700,2,6,411,s
241900,3,5,411,s
112600,3,3,211,s
181800,3,2,11,12
240200,3,4,311,s
188500,2,5,211,s
105900,3,4,311,9
355200,3,3,11,s
319100,3,2,11,s
322400,2,5,111,s
163900,2,8,413,s
108200,3,4,11,s
161300,2,6,111,s
164500,2,4,111,9
121000,2,5,11,6
160500,2,4,111,18
361600,3,3,11,9
332700,2,4,211,186
112700,1,2,11,663
251100,2,4,111,9
245200,3,4,311,6
248600,2,5,111,s
136500,3,3,111,9
172600,2,4,211,15
146300,3,5,911,s
115900,2,3,111,111
143400,2,3,11,42
192100,2,4,911,s
169900,2,5,11,s
157300,2,5,111,6
241700,3,3,111,6
132600,3,2,111,42
181000,2,8,311,s
241400,2,6,411,s
202300,3,3,11,s
166700,3,3,211,15
224800,3,5,911,s
326900,2,5,11,s
319600,3,4,11,s
203700,3,2,111,57
358100,2,6,111,s
124300,3,2,11,54
100100,3,2,911,s
107000,3,2,11,48
234800,3,2,11,27
158700,3,3,111,9
130100,3,6,311,s
204200,3,4,311,s
162000,3,8,411,s
166400,3,2,111,18
179800,3,3,11,s
207400,3,3,211,12
193200,2,5,211,6
250000,3,3,111,6
243300,3,2,111,15
242600,2,6,211,s
243400,2,5,911,s
199400,2,3,11,24
247500,2,3,11,15
159700,3,4,11,s
361400,2,4,211,93
221600,3,6,411,s
184400,2,6,211,s
151500,3,4,211,s
216000,2,4,111,6
362600,3,3,111,s
159800,2,5,311,24
161500,3,4,211,s
350700,2,5,111,s
230200,3,4,211,s
199100,3,5,311,s
104300,3,3,211,s
226600,2,8,411,s
135000,3,5,311,s
113200,2,6,911,s
204800,2,5,111,s
130600,2,6,311,6
255200,2,5,11,s
239300,3,5,111,s
228000,2,5,211,s
156900,2,7,111,s
185500,2,5,911,s
218400,2,5,111,s
253000,3,4,311,s
